HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,SOFTWARE,LANGUAGE,Defective
16.48,8.25,1121.45,0.05,32,0.12,62.3,135.93,7,0,0
17.74,8.67,1332.34,0.05,35,0.12,74.02,153.73,7,0,0
7.92,4.0,126.8,0.01,10,0.25,7.04,31.7,7,0,0
19.33,6.5,816.68,0.04,33,0.15,45.37,125.64,7,0,0
22.33,7.0,1093.93,0.05,40,0.14,60.77,156.28,7,0,0
15.9,6.43,656.91,0.03,25,0.16,36.5,102.19,7,0,0
19.33,6.5,816.68,0.04,33,0.15,45.37,125.64,7,0,0
21.78,6.05,797.21,0.04,30,0.17,44.29,131.77,7,0,0
6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,7,0,0
4.0,0.5,1.0,0.0,2,2.0,0.06,2.0,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
12.42,12.83,2045.78,0.05,39,0.08,113.65,159.41,7,0,0
13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,7,0,0
8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,7,0,0
4.0,0.5,1.0,0.0,2,2.0,0.06,2.0,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
18.68,3.33,207.57,0.02,18,0.3,11.53,62.27,7,0,0
22.31,3.21,230.46,0.02,20,0.31,12.8,71.7,7,0,0
11.98,7.5,673.94,0.03,23,0.13,37.44,89.86,7,0,0
14.14,7.07,707.14,0.03,25,0.14,39.29,100.0,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,7,0,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,7,0,0
6.18,5.0,154.4,0.01,11,0.2,8.58,30.88,7,0,0
6.97,5.0,174.35,0.01,11,0.2,9.69,34.87,7,0,0
5.1,20.17,2073.1,0.03,27,0.05,115.17,102.8,7,0,0
6.44,18.0,2088.0,0.04,29,0.06,116.0,116.0,7,0,0
5.05,5.0,126.33,0.01,9,0.2,7.02,25.27,7,0,0
5.05,5.0,126.33,0.01,9,0.2,7.02,25.27,7,0,0
10.84,18.42,3676.94,0.07,47,0.05,204.27,199.65,7,0,0
13.49,15.43,3211.43,0.07,49,0.06,178.41,208.15,7,0,0
6.18,5.0,154.4,0.01,11,0.2,8.58,30.88,7,0,0
6.97,5.0,174.35,0.01,11,0.2,9.69,34.87,7,0,0
5.1,20.17,2073.1,0.03,27,0.05,115.17,102.8,7,0,0
6.44,18.0,2088.0,0.04,29,0.06,116.0,116.0,7,0,0
5.05,5.0,126.33,0.01,9,0.2,7.02,25.27,7,0,0
5.05,5.0,126.33,0.01,9,0.2,7.02,25.27,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
8.11,11.25,1027.99,0.03,24,0.09,57.11,91.38,7,0,0
10.16,10.0,1015.79,0.03,26,0.1,56.43,101.58,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
13.94,25.0,8711.43,0.12,76,0.04,483.97,348.46,7,0,0
17.18,20.8,7433.12,0.12,79,0.05,412.95,357.36,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
10.99,6.4,449.97,0.02,19,0.16,25.0,70.31,7,0,0
13.33,6.0,479.73,0.03,21,0.17,26.65,79.95,7,0,0
4.75,1.0,4.75,0.0,3,1.0,0.26,4.75,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,7,0,0
8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,7,0,0
16.32,5.14,432.0,0.03,21,0.19,24.0,84.0,7,0,0
14.31,7.14,729.9,0.03,25,0.14,40.55,102.19,7,0,0
12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,7,0,0
11.52,3.75,161.94,0.01,13,0.27,9.0,43.19,7,0,0
10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,7,0,0
9.9,3.33,110.0,0.01,11,0.3,6.11,33.0,7,0,0
9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,7,0,0
10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,7,0,0
18.23,3.86,271.19,0.02,19,0.26,15.07,70.31,7,0,0
20.4,20.68,8723.93,0.14,92,0.05,484.66,421.82,7,0,0
7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,7,0,0
9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
12.29,3.5,150.57,0.01,12,0.29,8.36,43.02,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
5.89,13.5,1074.15,0.03,23,0.07,59.68,79.57,7,0,0
8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
10.75,4.0,172.08,0.01,12,0.25,9.56,43.02,7,0,0
6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,7,0,0
11.99,30.94,11475.71,0.12,82,0.03,637.54,370.93,7,0,0
6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,7,0,0
6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,7,0,0
5.81,8.0,372.06,0.02,14,0.13,20.67,46.51,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,7,0,0
9.51,4.0,152.21,0.01,11,0.25,8.46,38.05,7,0,0
14.47,5.63,457.93,0.03,22,0.18,25.44,81.41,7,0,0
25.76,15.43,6132.21,0.13,81,0.06,340.68,397.46,7,0,0
11.24,4.0,179.89,0.01,13,0.25,9.99,44.97,7,0,0
12.29,3.5,150.57,0.01,12,0.29,8.36,43.02,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
8.54,9.33,744.11,0.03,24,0.11,41.34,79.73,7,0,0
7.0,6.0,252.0,0.01,14,0.17,14.0,42.0,7,0,0
8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,7,0,0
8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
10.87,3.5,133.19,0.01,11,0.29,7.4,38.05,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,7,0,0
8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,7,0,0
6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,7,0,0
15.45,16.5,4205.45,0.08,60,0.06,233.64,254.88,7,0,0
6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,7,0,0
5.81,8.0,372.06,0.02,14,0.13,20.67,46.51,7,0,0
15.14,4.5,306.51,0.02,19,0.22,17.03,68.11,7,0,0
0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,7,0,0
0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,7,0,0
0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,7,0,0
9.68,5.83,329.42,0.02,17,0.17,18.3,56.47,7,0,0
9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,7,0,0
9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,7,0,0
4.0,0.5,1.0,0.0,2,2.0,0.06,2.0,7,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0,0
4.0,0.5,1.0,0.0,2,2.0,0.06,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
10.99,6.4,449.97,0.02,19,0.16,25.0,70.31,7,0,0
13.33,6.0,479.73,0.03,21,0.17,26.65,79.95,7,0,0
15.86,6.0,571.1,0.03,25,0.17,31.73,95.18,7,0,0
18.55,5.69,599.95,0.04,27,0.18,33.33,105.49,7,0,0
9.14,26.0,6179.83,0.08,57,0.04,343.32,237.69,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
2.9,8.0,185.75,0.01,10,0.13,10.32,23.22,7,0,0
2.79,10.0,278.63,0.01,12,0.1,15.48,27.86,7,0,0
2.71,12.0,390.08,0.01,14,0.08,21.67,32.5,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0,0
8.71,7.0,426.61,0.02,17,0.14,23.7,60.94,7,0,0
10.99,6.4,449.97,0.02,19,0.16,25.0,70.31,7,0,0
12.87,8.75,985.14,0.04,27,0.11,54.73,112.59,7,0,0
14.14,10.39,1526.6,0.05,34,0.1,84.81,146.95,7,0,0
13.94,25.0,8711.43,0.12,76,0.04,483.97,348.46,7,0,0
17.18,20.8,7433.12,0.12,79,0.05,412.95,357.36,7,0,0
10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,7,0,0
13.14,6.67,583.79,0.03,23,0.15,32.43,87.57,7,0,0
7.78,5.33,221.4,0.01,12,0.19,12.3,41.51,7,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0,0
13.2,2.5,82.5,0.01,11,0.4,4.58,33.0,7,0,0
8.94,14.0,1751.37,0.04,30,0.07,97.3,125.1,7,0,0
11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,7,0,0
4.0,0.5,1.0,0.0,2,2.0,0.06,2.0,7,0,0
0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,7,0,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,7,0,0
9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,7,0,0
10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,7,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0,0
7.99,7.88,495.4,0.02,17,0.13,27.52,62.91,7,0,0
7.87,15.0,1770.42,0.04,31,0.07,98.36,118.03,7,0,0
7.99,7.88,495.4,0.02,17,0.13,27.52,62.91,7,0,0
7.87,15.0,1770.42,0.04,31,0.07,98.36,118.03,7,0,0
17.11,7.7,1014.63,0.04,30,0.13,56.37,131.77,7,0,0
10.79,10.5,1189.65,0.04,29,0.1,66.09,113.3,7,0,0
16.3,4.08,271.98,0.02,18,0.24,15.11,66.61,7,0,0
21.92,4.81,507.65,0.04,27,0.21,28.2,105.49,7,0,0
17.18,8.56,1257.2,0.05,34,0.12,69.84,146.95,7,0,0
9.87,9.0,799.29,0.03,24,0.11,44.41,88.81,7,0,0
8.88,11.0,1074.39,0.03,25,0.09,59.69,97.67,7,0,0
10.79,10.5,1189.65,0.04,29,0.1,66.09,113.3,7,0,0
17.47,10.39,1885.8,0.06,42,0.1,104.77,181.52,7,0,0
8.93,7.88,553.68,0.02,19,0.13,30.76,70.31,7,0,0
14.41,3.6,186.81,0.02,15,0.28,10.38,51.89,7,0,0
15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,7,0,0
19.37,2.5,121.08,0.02,14,0.4,6.73,48.43,7,0,0
19.37,2.5,121.08,0.02,14,0.4,6.73,48.43,7,0,0
19.37,2.5,121.08,0.02,14,0.4,6.73,48.43,7,0,0
18.76,4.67,408.66,0.03,23,0.21,22.7,87.57,7,0,0
15.36,3.5,188.21,0.02,15,0.29,10.46,53.77,7,0,0
17.97,3.5,220.18,0.02,17,0.29,12.23,62.91,7,0,0
39.5,33.6,44598.88,0.44,234,0.03,2477.72,1327.35,7,0,0
19.37,2.5,121.08,0.02,14,0.4,6.73,48.43,7,0,0
20.49,3.5,250.95,0.02,20,0.29,13.94,71.7,7,0,0
10.85,9.0,879.05,0.03,25,0.11,48.84,97.67,7,0,0
11.72,10.0,1172.07,0.04,30,0.1,65.11,117.21,7,0,0
8.93,7.88,553.68,0.02,19,0.13,30.76,70.31,7,0,0
9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,7,0,0
11.23,2.0,44.92,0.01,8,0.5,2.5,22.46,7,0,0
14.41,10.83,1690.87,0.05,35,0.09,93.94,156.08,7,0,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,7,0,0
13.2,2.5,82.5,0.01,11,0.4,4.58,33.0,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,7,0,0
9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,7,0,0
7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,7,0,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,7,0,0
9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,7,0,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0,0
7.65,7.5,430.2,0.02,16,0.13,23.9,57.36,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,7,0,0
9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,7,0,0
9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,7,0,0
8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,7,0,0
7.71,3.5,94.5,0.01,9,0.29,5.25,27.0,7,0,0
9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,7,0,0
7.49,3.0,67.38,0.01,8,0.33,3.74,22.46,7,0,0
9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,7,0,0
9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,7,0,0
9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,7,0,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0,0
15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,7,0,0
18.72,17.36,5641.07,0.11,65,0.06,313.39,325.0,7,0,0
12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,7,0,0
15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,7,0,0
12.15,9.0,984.54,0.04,28,0.11,54.7,109.39,7,0,0
15.19,3.5,186.03,0.02,16,0.29,10.33,53.15,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
4.0,0.5,1.0,0.0,2,2.0,0.06,2.0,7,0,0
5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,7,0,0
7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,7,0,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,7,0,0
9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,7,0,0
7.92,4.17,137.5,0.01,11,0.24,7.64,33.0,7,0,0
7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,7,0,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,7,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0,0
9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,7,0,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,7,0,0
18.45,3.75,259.45,0.02,20,0.27,14.41,69.19,7,0,0
22.08,3.57,281.68,0.03,22,0.28,15.65,78.87,7,0,0
18.98,2.92,161.44,0.02,16,0.34,8.97,55.35,7,0,0
22.59,2.86,184.37,0.02,18,0.35,10.24,64.53,7,0,0
11.3,18.42,3833.4,0.07,49,0.05,212.97,208.15,7,0,0
13.82,16.29,3666.57,0.08,53,0.06,203.7,225.14,7,0,0
11.17,15.4,2648.8,0.06,43,0.06,147.16,172.0,7,0,0
12.25,16.0,3135.78,0.07,47,0.06,174.21,195.99,7,0,0
11.2,22.75,5798.42,0.08,60,0.04,322.13,254.88,7,0,0
13.79,19.71,5359.67,0.09,64,0.05,297.76,271.87,7,0,0
11.59,23.83,6580.75,0.09,65,0.04,365.6,276.12,7,0,0
14.25,20.57,6029.63,0.1,69,0.05,334.98,293.11,7,0,0
7.92,4.0,126.8,0.01,10,0.25,7.04,31.7,7,0,0
6.97,5.0,174.35,0.01,11,0.2,9.69,34.87,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
8.96,8.0,573.59,0.02,20,0.13,31.87,71.7,7,0,0
11.1,8.0,710.48,0.03,24,0.13,39.47,88.81,7,0,0
8.36,6.0,301.14,0.02,14,0.17,16.73,50.19,7,0,0
10.57,5.6,331.56,0.02,16,0.18,18.42,59.21,7,0,0
3.48,4.0,55.73,0.0,6,0.25,3.1,13.93,7,0,0
15.5,3.0,139.52,0.02,14,0.33,7.75,46.51,7,0,0
11.31,7.2,586.15,0.03,22,0.14,32.56,81.41,7,0,0
13.71,6.67,609.18,0.03,24,0.15,33.84,91.38,7,0,0
0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,7,0,0
