HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,SOFTWARE,LANGUAGE,Defective
16.46,7.2,853.46,0.04,29,0.14,47.41,118.54,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
93.63,43.69,178710.34,1.36,608,0.02,9928.35,4090.58,1,1,0
28.73,7.92,1800.5,0.08,51,0.13,100.03,227.43,1,1,0
25.02,5.5,756.84,0.05,33,0.18,42.05,137.61,1,1,0
104.52,18.11,34291.94,0.63,311,0.06,1905.11,1893.2,1,1,0
16.12,4.0,258.12,0.02,18,0.25,14.34,64.53,1,1,0
72.83,29.48,63297.51,0.72,348,0.03,3516.53,2147.13,1,1,0
69.5,23.96,39892.13,0.56,269,0.04,2216.23,1665.06,1,1,0
16.2,8.75,1240.55,0.05,34,0.11,68.92,141.78,1,1,0
18.54,18.0,6006.03,0.11,68,0.06,333.67,333.67,1,1,0
18.62,14.88,4118.96,0.09,57,0.07,228.83,276.9,1,1,0
19.09,17.86,6086.79,0.11,67,0.06,338.15,340.86,1,1,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,1,0
54.94,20.4,22864.72,0.37,193,0.05,1270.26,1120.82,1,1,0
48.84,14.22,9878.21,0.23,128,0.07,548.79,694.56,1,1,0
64.37,33.13,70666.9,0.71,348,0.03,3925.94,2132.99,1,1,0
167.64,36.55,223888.39,2.04,867,0.03,12438.24,6126.3,1,1,0
6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,1,0
16.46,7.2,853.46,0.04,29,0.14,47.41,118.54,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
37.16,16.43,10037.72,0.2,114,0.06,557.65,610.76,1,1,0
28.73,7.92,1800.5,0.08,51,0.13,100.03,227.43,1,1,0
41.06,42.15,72932.91,0.58,323,0.02,4051.83,1730.49,1,1,0
17.22,9.29,1484.89,0.05,37,0.11,82.49,159.91,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
32.94,6.95,1593.02,0.08,53,0.14,88.5,229.06,1,1,0
88.04,36.99,120439.45,1.09,487,0.03,6691.08,3256.33,1,1,0
37.99,9.39,3349.04,0.12,72,0.11,186.06,356.7,1,1,0
42.13,26.79,30243.28,0.38,200,0.04,1680.18,1128.77,1,1,0
34.67,9.6,3195.28,0.11,70,0.1,177.52,332.84,1,1,0
25.23,6.5,1066.0,0.05,41,0.15,59.22,164.0,1,1,1
35.13,15.23,8150.47,0.18,120,0.07,452.8,535.13,1,1,0
63.66,24.16,37151.02,0.51,266,0.04,2063.94,1537.84,1,1,0
65.15,27.14,47999.33,0.59,297,0.04,2666.63,1768.4,1,1,0
43.46,11.14,5396.06,0.16,96,0.09,299.78,484.26,1,1,1
41.69,12.35,6361.1,0.17,106,0.08,353.39,514.95,1,1,0
46.86,14.55,9917.4,0.23,134,0.07,550.97,681.72,1,1,1
64.7,19.5,24605.14,0.42,234,0.05,1366.95,1261.8,1,1,0
58.91,16.11,15290.22,0.32,176,0.06,849.46,949.05,1,1,0
6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,1,0
21.65,11.7,2963.84,0.08,56,0.09,164.66,253.32,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
65.25,34.2,76313.12,0.74,351,0.03,4239.62,2231.5,1,1,1
31.92,18.79,11268.26,0.2,116,0.05,626.01,599.71,1,1,0
90.12,19.38,33861.93,0.58,285,0.05,1881.22,1746.85,1,1,1
118.08,20.61,50170.62,0.81,385,0.05,2787.26,2433.94,1,1,0
125.82,44.77,252155.78,1.88,829,0.02,14008.65,5632.57,1,1,1
28.48,9.5,2569.87,0.09,59,0.11,142.77,270.51,1,1,1
46.32,10.21,4832.73,0.16,93,0.1,268.48,473.13,1,1,1
22.42,7.11,1133.59,0.05,39,0.14,62.98,159.41,1,1,1
29.1,10.5,3208.05,0.1,65,0.1,178.23,305.53,1,1,1
42.86,17.68,13404.49,0.25,153,0.06,744.69,757.99,1,1,0
28.84,11.5,3814.64,0.11,69,0.09,211.92,331.71,1,1,1
18.62,14.88,4118.96,0.09,57,0.07,228.83,276.9,1,1,1
19.09,17.86,6086.79,0.11,67,0.06,338.15,340.86,1,1,1
32.17,13.68,6017.65,0.15,88,0.07,334.31,440.0,1,1,1
25.41,14.0,4980.42,0.12,74,0.07,276.69,355.74,1,1,1
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,1,0
16.11,9.0,1304.52,0.05,33,0.11,72.47,144.95,1,1,0
141.86,34.57,169489.04,1.63,715,0.03,9416.06,4903.46,1,1,1
44.98,14.69,9703.67,0.22,125,0.07,539.09,660.68,1,1,0
55.49,8.48,3988.71,0.16,91,0.12,221.59,470.46,1,1,1
92.86,35.1,114410.43,1.09,495,0.03,6356.14,3259.56,1,1,1
17.22,9.29,1484.89,0.05,37,0.11,82.49,159.91,1,1,0
0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,1,0
32.5,5.32,919.39,0.06,40,0.19,51.08,172.88,1,1,0
28.45,10.64,3218.64,0.1,66,0.09,178.81,302.61,1,1,0
12.19,5.0,304.72,0.02,17,0.2,16.93,60.94,1,1,0
22.8,17.0,6589.95,0.13,79,0.06,366.11,387.64,1,1,0
9.34,9.63,864.89,0.03,23,0.1,48.05,89.86,1,1,0
15.92,8.64,1189.32,0.05,33,0.12,66.07,137.61,1,1,0
7.75,6.0,279.04,0.02,14,0.17,15.5,46.51,1,1,0
5.43,7.0,266.27,0.01,12,0.14,14.79,38.04,1,1,0
16.11,13.71,3029.38,0.07,52,0.07,168.3,220.89,1,1,0
