BRANCH_COUNT,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,Defective,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,LANGUAGE,LOC_BLANK,LOC_CODE_AND_COMMENT,LOC_COMMENTS,LOC_EXECUTABLE,LOC_TOTAL,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUMBER_OF_LINES,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,PARAMETER_COUNT,PATHOLOGICAL_COMPLEXITY,PERCENT_COMMENTS,SOFTWARE
17,2,24,9,0.45,8,4,0.44,0,26,9,1.0,0,0.0,31.49,19.57,12054.49,0.21,115,0.05,669.69,616.12,0,11,0,5,20,20,1.0,8,12,19,0.24,37,50,65,23,18,0,1,20.0,6
1,0,0,1,0.08,0,1,1.0,0,1,1,0.0,0,0.0,54.02,4.62,1150.78,0.08,61,0.22,63.93,249.34,0,5,0,0,12,12,1.0,0,0,2,0.06,18,30,31,13,4,0,1,0.0,6
3,2,4,2,0.17,2,2,1.0,1,7,1,0.0,0,0.0,30.96,6.07,1141.33,0.06,41,0.16,63.41,187.98,0,8,0,0,12,12,0.5,1,2,7,0.1,21,17,24,14,10,0,1,0.0,6
5,2,8,3,0.21,4,3,1.0,1,9,1,0.0,0,0.0,33.52,6.43,1385.31,0.07,47,0.16,76.96,215.49,0,7,0,0,14,14,0.33,2,4,8,0.14,22,18,29,14,10,0,1,0.0,6
9,2,14,5,0.23,6,4,0.8,1,15,5,1.0,0,0.0,38.68,13.94,7516.89,0.18,100,0.07,417.61,539.23,0,12,0,0,22,22,1.0,4,7,12,0.14,35,41,59,25,17,1,1,0.0,6
9,2,14,5,0.23,6,4,0.8,1,15,5,1.0,0,0.0,36.9,14.52,7779.61,0.18,100,0.07,432.2,535.76,0,13,0,0,22,22,1.0,4,7,12,0.14,36,41,59,24,17,1,1,0.0,6
5,2,8,3,0.16,4,2,0.67,0,16,1,0.0,0,0.0,58.18,15.45,13896.4,0.3,161,0.06,772.02,899.18,0,12,0,13,19,19,0.33,2,4,15,0.07,45,68,93,33,15,1,1,40.63,6
5,1,8,3,0.21,4,1,0.33,0,11,1,0.0,0,0.0,28.81,6.29,1138.41,0.06,39,0.16,63.24,181.11,0,7,0,1,14,14,0.33,2,4,10,0.13,23,16,23,14,11,1,1,6.67,6
13,12,22,7,0.2,10,7,1.0,0,37,5,0.67,0,0.0,54.02,15.62,13176.06,0.28,148,0.06,732.0,843.67,0,22,1,5,34,35,0.71,6,11,32,0.11,63,59,89,34,18,0,1,15.0,6
15,3,28,8,0.18,14,8,1.0,0,40,6,0.71,0,0.0,63.87,22.36,31928.52,0.48,247,0.04,1773.81,1428.0,0,19,0,0,44,44,0.75,7,14,34,0.13,64,109,138,39,16,0,1,0.0,6
17,3,32,9,0.23,16,5,0.56,0,41,1,0.0,0,0.0,44.52,33.54,50068.96,0.5,247,0.03,2781.61,1492.97,0,16,0,3,40,40,0.11,8,16,34,0.15,60,110,137,41,25,0,1,6.98,6
7,1,12,4,0.17,6,4,1.0,1,12,1,0.0,0,0.0,44.56,12.22,6656.52,0.18,101,0.08,369.81,544.62,0,12,0,0,23,23,0.25,3,6,10,0.11,36,44,57,27,15,1,1,0.0,6
5,2,8,3,0.2,4,3,1.0,0,12,1,0.0,0,0.0,29.67,10.11,3033.33,0.1,60,0.1,168.52,300.0,0,8,0,2,15,15,0.33,2,4,11,0.12,26,26,34,18,14,3,1,11.76,6
48,0,80,27,0.23,40,1,0.04,0,93,13,0.46,0,0.0,111.77,28.44,90416.52,1.06,485,0.04,5023.14,3178.98,0,37,1,48,116,117,0.48,20,40,68,0.13,203,157,328,69,25,4,1,29.7,6
1,1,0,1,0.1,0,1,1.0,0,2,1,0.0,0,0.0,16.53,6.43,683.19,0.04,26,0.16,37.96,106.27,0,1,0,0,10,10,1.0,0,0,3,0.08,12,9,17,7,10,2,1,0.0,6
16,0,12,12,0.26,6,1,0.08,0,34,6,0.45,0,0.0,29.35,33.5,32937.0,0.33,178,0.03,1829.83,983.19,0,1,5,0,41,46,0.5,3,6,24,0.25,48,67,111,23,23,4,1,10.87,6
1,1,0,1,0.2,0,1,1.0,0,2,1,0.0,0,0.0,13.84,3.0,124.54,0.01,12,0.33,6.92,41.51,0,0,0,0,5,5,1.0,0,0,3,0.17,6,5,7,5,6,2,1,0.0,6
1,1,0,1,0.25,0,1,1.0,0,2,1,0.0,0,0.0,10.87,3.5,133.19,0.01,11,0.29,7.4,38.05,0,0,0,0,4,4,1.0,0,0,3,0.2,5,4,7,4,7,1,1,0.0,6
1,2,0,1,0.2,0,1,1.0,0,3,1,0.0,0,0.0,16.65,4.67,362.64,0.03,21,0.21,20.15,77.71,0,1,0,0,5,5,1.0,0,0,4,0.14,7,8,13,6,7,1,1,0.0,6
7,0,12,4,0.57,6,1,0.25,0,12,4,1.0,0,0.0,14.12,9.63,1308.36,0.05,32,0.1,72.69,135.93,0,1,0,0,7,7,1.0,3,6,10,0.44,9,14,18,8,11,2,1,0.0,6
95,3,188,48,0.45,94,2,0.04,0,238,1,0.0,0,0.0,47.04,115.43,626797.86,1.81,1007,0.01,34822.1,5430.06,0,1,3,0,103,106,0.02,47,94,192,0.44,108,515,492,29,13,0,1,2.83,6
9,0,16,5,0.45,8,1,0.2,0,17,3,0.5,0,0.0,16.86,17.14,4949.88,0.1,63,0.06,274.99,288.85,0,0,1,0,10,11,0.6,4,8,14,0.42,12,29,34,11,13,2,1,9.09,6
5,0,8,3,0.43,4,1,0.33,0,9,1,0.0,0,0.0,18.88,9.0,1529.25,0.06,40,0.11,84.96,169.92,0,1,0,0,7,7,0.33,2,4,8,0.33,9,20,20,10,9,2,1,0.0,6
11,4,18,6,0.32,8,4,0.67,0,20,6,1.0,0,0.0,21.36,16.0,5469.43,0.11,69,0.06,303.86,341.84,0,1,1,0,18,19,1.0,5,9,16,0.29,21,30,39,15,16,1,1,5.26,6
7,3,12,4,0.25,6,3,0.75,0,19,1,0.0,0,0.0,21.01,13.5,3829.06,0.09,59,0.07,212.73,283.63,0,0,0,3,16,16,0.25,3,6,17,0.2,20,27,32,14,14,0,1,15.79,6
15,1,24,8,0.33,10,2,0.25,0,27,7,0.86,0,0.0,10.04,45.0,20327.14,0.15,95,0.02,1129.29,451.71,0,2,0,0,24,24,0.88,7,12,21,0.3,27,45,50,9,18,3,1,0.0,6
1,0,0,1,0.2,0,1,1.0,0,1,1,0.0,0,0.0,8.96,6.0,322.65,0.02,15,0.17,17.92,53.77,0,0,0,0,5,5,1.0,0,0,2,0.17,6,6,9,4,8,1,1,0.0,6
11,2,16,6,0.35,6,3,0.5,0,20,6,1.0,0,0.0,15.38,23.38,8403.09,0.12,74,0.04,466.84,359.49,0,1,0,0,17,17,1.0,5,8,16,0.32,19,33,41,12,17,3,1,0.0,6
9,0,16,5,0.31,8,1,0.2,0,19,1,0.0,0,0.0,25.24,14.54,5332.64,0.12,79,0.07,296.26,366.86,0,1,0,0,16,16,0.2,4,8,16,0.28,18,37,42,14,11,1,1,0.0,6
13,4,24,7,0.24,12,2,0.29,0,30,3,0.33,0,0.0,28.86,20.94,12659.07,0.2,122,0.05,703.28,604.41,0,2,0,0,29,29,0.43,6,12,25,0.22,32,58,64,18,13,1,1,0.0,6
1,1,0,1,0.25,0,1,1.0,0,2,1,0.0,0,0.0,13.2,2.5,82.5,0.01,11,0.4,4.58,33.0,0,2,0,0,4,4,1.0,0,0,3,0.14,7,5,6,4,4,2,1,0.0,6
115,5,212,58,0.29,98,2,0.03,0,262,1,0.0,0,0.0,129.4,55.52,398853.5,2.39,1079,0.02,22158.53,7184.21,0,16,0,0,199,199,0.02,57,106,206,0.27,216,512,567,83,18,0,1,0.0,6
7,1,12,4,0.25,6,1,0.25,0,15,1,0.0,0,0.0,13.27,21.0,5851.26,0.09,60,0.05,325.07,278.63,0,1,0,0,16,16,0.25,3,6,13,0.22,18,28,32,10,15,1,1,0.0,6
1,1,0,1,0.25,0,1,1.0,0,2,1,0.0,0,0.0,11.16,3.12,108.97,0.01,11,0.32,6.05,34.87,0,0,0,0,4,4,1.0,0,0,3,0.2,5,5,6,4,5,0,1,0.0,6
1,1,0,1,0.08,0,1,1.0,0,11,1,0.0,0,0.0,44.78,10.71,5140.01,0.16,111,0.09,285.56,479.73,0,3,0,0,12,12,1.0,0,0,12,0.06,16,50,61,14,6,0,1,0.0,6
3,2,4,2,0.33,2,2,1.0,0,7,1,0.0,0,0.0,16.5,2.0,66.0,0.01,11,0.5,3.67,33.0,0,2,0,0,6,6,0.5,1,2,7,0.22,9,4,7,4,4,0,1,0.0,6
1,1,0,1,0.2,0,1,1.0,0,2,1,0.0,0,0.0,12.29,3.5,150.57,0.01,12,0.29,8.36,43.02,0,0,0,0,5,5,1.0,0,0,3,0.17,6,5,7,5,7,2,1,0.0,6
49,0,56,25,0.48,16,1,0.04,0,65,25,1.0,0,0.0,31.64,38.62,47183.65,0.41,249,0.03,2621.31,1221.82,0,5,0,0,52,52,1.0,20,28,42,0.43,58,101,148,17,13,4,1,0.0,6
3,0,4,2,0.5,2,1,0.5,0,6,1,0.0,0,0.0,7.91,6.13,296.65,0.02,14,0.16,16.48,48.43,0,0,0,0,4,4,0.5,1,2,6,0.4,5,7,7,4,7,1,1,0.0,6
7,0,12,4,0.19,6,1,0.25,0,14,1,0.0,0,0.0,16.21,11.0,1962.54,0.06,42,0.09,109.03,178.41,0,1,0,0,21,21,0.25,3,6,12,0.17,23,16,26,8,11,2,1,0.0,6
1,3,0,1,0.04,0,1,1.0,0,22,1,0.0,0,0.0,43.14,21.75,20407.1,0.31,186,0.05,1133.73,938.26,0,2,0,0,24,24,1.0,0,0,23,0.04,27,87,99,22,11,0,1,0.0,6
3,1,4,2,0.5,2,2,1.0,0,7,1,0.0,0,0.0,6.17,7.0,302.3,0.01,13,0.14,16.79,43.19,0,0,0,0,4,4,0.5,1,2,7,0.4,5,6,7,3,7,0,1,0.0,6
17,2,26,9,0.29,10,2,0.22,0,30,3,0.25,0,0.0,27.36,29.33,23526.15,0.27,154,0.03,1307.01,802.26,0,0,0,0,31,31,0.33,8,13,23,0.28,32,69,85,20,17,6,1,0.0,6
5,0,8,1,0.06,4,1,1.0,0,12,1,0.0,0,0.0,11.89,35.56,15025.45,0.14,91,0.03,834.75,422.59,0,0,3,0,13,16,1.0,2,4,11,0.06,17,40,51,9,16,0,1,18.75,6
3,0,4,2,0.17,2,1,0.5,0,5,1,0.0,0,0.0,15.37,14.0,3013.13,0.07,49,0.07,167.4,215.22,0,3,0,1,12,12,0.5,1,2,5,0.12,17,21,28,9,12,1,1,7.69,6
1,0,0,1,0.25,0,1,1.0,0,1,1,0.0,0,0.0,10.6,7.0,519.62,0.02,19,0.14,28.87,74.23,0,1,0,0,4,4,1.0,0,0,2,0.17,6,7,12,5,10,0,1,0.0,6
1,1,0,1,0.25,0,1,1.0,0,2,1,0.0,0,0.0,12.55,4.0,200.76,0.02,14,0.25,11.15,50.19,0,0,0,0,4,4,1.0,0,0,3,0.2,5,4,10,4,8,1,1,0.0,6
1,0,0,1,0.25,0,1,1.0,0,1,1,0.0,0,0.0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,0,0,0,0,4,4,1.0,0,0,2,0.2,5,2,3,2,3,1,1,0.0,6
13,2,24,7,0.27,12,3,0.43,0,30,1,0.0,0,0.0,19.28,31.67,19332.36,0.2,120,0.03,1074.02,610.5,0,7,5,5,21,26,0.14,6,12,25,0.18,39,50,70,15,19,0,1,32.25,6
37,4,72,19,0.15,36,3,0.16,1,90,1,0.0,0,0.0,65.2,50.76,168007.02,1.1,494,0.02,9333.72,3310.02,0,34,21,62,107,128,0.05,18,36,73,0.08,225,209,285,70,34,0,1,43.68,6
5,4,8,3,0.06,4,2,0.67,1,25,1,0.0,0,0.0,43.78,33.59,49408.04,0.49,248,0.03,2744.89,1470.82,0,23,11,27,37,48,0.33,2,4,24,0.03,99,111,137,38,23,0,1,50.67,6
9,1,16,5,0.24,8,1,0.2,0,20,1,0.0,0,0.0,19.63,23.63,10953.53,0.15,89,0.04,608.53,463.64,0,9,2,7,19,21,0.2,4,8,17,0.13,38,36,53,16,21,0,1,32.14,6
17,4,30,9,0.1,14,2,0.22,1,44,3,0.25,0,0.0,75.47,27.68,57833.24,0.7,318,0.04,3212.96,2089.21,0,31,11,44,80,91,0.33,8,15,37,0.05,167,126,192,66,29,0,1,40.74,6
7,2,12,4,0.31,6,3,0.75,0,14,1,0.0,0,0.0,16.66,27.3,12420.23,0.15,88,0.04,690.01,454.95,0,3,0,0,13,13,0.25,3,6,12,0.24,17,39,49,15,21,3,1,0.0,6
5,4,8,3,0.25,4,2,0.67,0,13,1,0.0,0,0.0,14.42,12.38,2207.86,0.06,42,0.08,122.66,178.41,0,1,0,0,12,12,0.33,2,4,12,0.21,14,18,24,8,11,2,1,0.0,6
84,0,140,47,0.75,68,1,0.02,0,153,5,0.09,0,0.0,51.11,52.22,139356.3,0.89,450,0.02,7742.02,2668.83,0,1,1,0,62,63,0.11,36,70,108,0.72,65,161,289,37,24,0,1,1.59,6
25,1,48,13,0.43,24,13,1.0,0,71,1,0.0,0,0.0,63.69,18.78,22456.97,0.4,213,0.05,1247.61,1195.93,0,4,0,0,30,30,0.08,12,24,60,0.37,35,104,109,36,13,0,1,0.0,6
29,6,56,15,0.41,28,15,1.0,0,66,14,0.93,0,0.0,99.56,17.3,29792.16,0.57,268,0.06,1655.12,1722.24,0,5,0,0,37,37,0.93,14,28,53,0.23,65,122,146,67,19,0,1,0.0,6
1,0,0,1,0.2,0,1,1.0,0,1,1,0.0,0,0.0,4.0,0.5,1.0,0.0,2,2.0,0.06,2.0,0,1,0,0,5,5,1.0,0,0,2,0.02,43,1,1,1,1,0,1,0.0,6
1,0,0,1,0.25,0,1,1.0,0,1,1,0.0,0,0.0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,0,0,0,0,4,4,1.0,0,0,2,0.2,5,3,6,3,6,0,1,0.0,6
3,2,4,2,0.25,2,2,1.0,0,7,1,0.0,0,0.0,15.92,6.29,629.06,0.03,24,0.16,34.95,100.08,0,1,0,0,8,8,0.5,1,2,7,0.2,10,8,16,7,11,0,1,0.0,6
17,4,30,9,0.47,14,4,0.44,0,36,9,1.0,0,0.0,26.08,25.85,17423.93,0.22,125,0.04,968.0,674.04,0,1,0,0,19,19,1.0,8,15,29,0.43,21,47,78,20,22,0,1,0.0,6
3,2,4,2,0.33,2,2,1.0,0,5,1,0.0,0,0.0,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0,2,1,3,5,6,0.5,1,2,5,0.29,7,7,10,6,8,0,1,44.44,6
3,2,4,2,0.4,2,2,1.0,0,5,1,0.0,0,0.0,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0,1,1,0,4,5,0.5,1,2,5,0.29,7,7,10,6,8,0,1,20.0,6
110,19,196,57,0.4,92,43,0.75,0,247,42,0.73,0,0.0,116.17,59.64,413206.28,2.31,951,0.02,22955.9,6928.42,0,16,6,3,135,141,0.74,52,98,192,0.35,161,428,523,122,34,0,1,6.25,6
5,1,8,3,0.38,4,2,0.67,0,10,3,1.0,0,0.0,11.85,10.21,1236.07,0.04,28,0.1,68.67,121.01,0,1,0,0,8,8,1.0,2,4,9,0.3,10,11,17,7,13,0,1,0.0,6
1,0,0,1,0.09,0,1,1.0,0,1,1,0.0,0,0.0,13.9,10.0,1389.74,0.05,34,0.1,77.21,138.97,0,2,0,3,11,11,1.0,0,0,2,0.08,12,14,20,7,10,0,1,21.43,6
9,0,16,5,0.45,8,1,0.2,0,18,4,0.75,0,0.0,7.24,21.0,3192.0,0.05,38,0.05,177.33,152.0,0,2,0,0,11,11,0.8,4,8,15,0.36,14,14,24,4,12,0,1,0.0,6
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,0,0,0,0,0,1.0,0,0,2,1.0,1,0,2,0,2,0,1,0.0,6
5,0,6,3,0.25,2,1,0.33,0,8,3,1.0,0,0.0,19.66,7.78,1189.42,0.05,36,0.13,66.08,152.93,0,3,0,4,12,12,1.0,2,3,7,0.15,20,14,22,9,10,0,1,25.0,6
9,6,16,5,0.26,8,5,1.0,0,22,1,0.0,0,0.0,27.48,11.67,3740.65,0.11,66,0.09,207.81,320.63,0,14,2,5,17,19,0.2,4,8,19,0.13,39,25,41,15,14,0,1,29.17,6
3,3,4,2,0.12,2,2,1.0,0,9,1,0.0,0,0.0,38.94,14.72,8438.36,0.19,107,0.07,468.8,573.26,0,5,1,2,16,17,0.5,1,2,9,0.08,25,46,61,25,16,0,1,15.79,6
7,3,12,4,0.44,6,4,1.0,0,13,1,0.0,0,0.0,19.64,5.5,594.0,0.04,27,0.18,33.0,108.0,0,4,0,1,9,9,0.25,3,6,11,0.27,15,11,16,8,8,0,1,10.0,6
7,3,10,4,0.27,4,2,0.5,1,13,3,0.67,0,0.0,31.08,14.73,6740.46,0.15,86,0.07,374.47,457.69,0,7,1,5,14,15,0.75,3,5,11,0.06,69,36,50,22,18,0,1,30.0,6
4,2,0,3,0.25,0,3,1.0,0,8,1,0.0,0,0.0,19.1,4.5,386.78,0.03,22,0.22,21.49,85.95,0,5,1,0,11,12,0.33,0,0,7,0.17,18,6,16,6,9,0,1,8.33,6
13,2,22,7,0.22,10,3,0.43,0,24,1,0.0,0,0.0,37.91,16.96,10903.69,0.21,120,0.06,605.76,642.91,0,19,0,8,32,32,0.14,6,11,19,0.12,60,53,67,25,16,0,1,20.0,6
18,8,24,11,0.16,12,7,0.64,0,48,1,0.0,0,0.0,79.38,22.5,40184.36,0.6,270,0.04,2232.46,1785.97,0,31,9,8,60,69,0.09,6,12,39,0.1,109,102,168,68,30,0,1,22.08,6
4,2,0,3,0.25,0,3,1.0,0,8,1,0.0,0,0.0,19.1,4.5,386.78,0.03,22,0.22,21.49,85.95,0,5,3,2,9,12,0.33,0,0,7,0.15,20,6,16,6,9,0,1,35.71,6
1,1,0,1,0.08,0,1,1.0,0,2,1,0.0,0,0.0,15.98,12.28,2409.08,0.07,44,0.08,133.84,196.21,0,7,0,5,12,12,1.0,0,0,3,0.04,25,17,27,9,13,0,1,29.41,6
7,3,10,4,0.27,4,2,0.5,1,13,3,0.67,0,0.0,31.08,14.73,6740.46,0.15,86,0.07,374.47,457.69,0,8,1,6,14,15,0.75,3,5,11,0.07,54,36,50,22,18,0,1,33.33,6
9,4,10,5,0.22,4,3,0.6,1,18,4,0.75,0,0.0,32.1,20.26,13174.23,0.22,113,0.05,731.9,650.3,0,9,2,8,21,23,0.8,3,5,15,0.07,74,47,66,29,25,0,1,32.25,6
6,3,0,4,0.2,0,4,1.0,0,12,1,0.0,0,0.0,26.63,11.61,3587.39,0.1,65,0.09,199.3,309.07,0,6,2,2,18,20,0.25,0,0,10,0.14,29,25,40,14,13,0,1,18.18,6
1,1,0,1,0.14,0,1,1.0,0,2,1,0.0,0,0.0,13.18,4.2,232.47,0.02,16,0.24,12.92,55.35,0,3,0,0,7,7,1.0,0,0,3,0.09,11,7,9,5,6,0,1,0.0,6
3,1,4,2,0.29,2,1,0.5,0,7,1,0.0,0,0.0,15.09,5.83,513.33,0.03,22,0.17,28.52,88.0,0,0,1,0,6,7,0.5,1,2,7,0.25,8,7,15,6,10,0,1,14.29,6
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,0,0,0,0,0,1.0,0,0,2,1.0,1,0,2,0,2,0,1,0.0,6
3,1,4,2,0.17,2,2,1.0,0,8,1,0.0,0,0.0,26.92,7.5,1514.32,0.07,42,0.13,84.13,201.91,0,4,1,1,11,12,0.5,1,2,8,0.11,18,20,22,16,12,0,1,15.38,6
1,1,0,1,0.25,0,1,1.0,0,3,1,0.0,0,0.0,17.92,4.0,286.8,0.02,20,0.25,15.93,71.7,0,2,0,2,4,4,1.0,0,0,4,0.11,9,8,12,6,6,0,1,33.33,6
1,1,0,1,0.11,0,1,1.0,0,8,1,0.0,0,0.0,46.1,6.0,1659.62,0.09,64,0.17,92.2,276.6,0,7,0,9,9,9,1.0,0,0,9,0.04,26,28,36,14,6,0,1,50.0,6
3,1,4,2,0.4,2,2,1.0,0,7,1,0.0,0,0.0,10.92,7.86,674.43,0.03,21,0.13,37.47,85.84,0,4,0,0,5,5,0.5,1,2,7,0.2,10,11,10,7,10,0,1,0.0,6
3,1,4,2,0.4,2,2,1.0,0,7,1,0.0,0,0.0,10.81,9.43,961.25,0.03,24,0.11,53.4,101.95,0,2,0,0,5,5,0.5,1,2,7,0.25,8,11,13,7,12,0,1,0.0,6
12,7,4,9,0.18,2,8,0.89,1,28,1,0.0,0,0.0,54.76,21.31,24859.27,0.39,191,0.05,1381.07,1166.73,0,10,3,1,46,49,0.11,1,2,21,0.15,61,75,116,44,25,0,1,8.0,6
1,2,0,1,0.03,0,1,1.0,0,5,1,0.0,0,0.0,103.05,10.79,12003.03,0.37,184,0.09,666.83,1112.17,0,8,0,2,29,29,1.0,0,0,6,0.03,40,88,96,53,13,0,1,6.45,6
1,1,0,1,0.33,0,1,1.0,1,2,1,0.0,0,0.0,11.07,3.0,99.66,0.01,10,0.33,5.54,33.22,0,1,0,0,3,3,1.0,0,0,3,0.2,5,4,6,4,6,0,1,0.0,6
1,0,0,1,0.04,0,1,1.0,0,1,1,0.0,0,0.0,137.84,2.86,1130.36,0.13,85,0.35,62.8,394.73,0,2,0,0,23,23,1.0,0,0,2,0.04,26,42,43,22,3,0,1,0.0,6
1,1,0,1,0.25,0,1,1.0,0,2,1,0.0,0,0.0,14.5,4.08,241.76,0.02,16,0.24,13.43,59.21,0,1,0,0,4,4,1.0,0,0,3,0.17,6,7,9,6,7,0,1,0.0,6
5,2,0,4,0.18,0,4,1.0,0,11,1,0.0,0,0.0,26.07,14.0,5110.0,0.12,73,0.07,283.89,365.0,0,8,1,3,21,22,0.25,0,0,9,0.12,34,28,45,16,16,0,1,16.0,6
1,7,0,1,0.11,0,1,1.0,0,8,1,0.0,0,0.0,46.26,2.0,185.02,0.03,25,0.5,10.28,92.51,0,2,0,0,9,9,1.0,0,0,9,0.08,12,9,16,9,4,0,1,0.0,6
11,7,16,6,0.26,6,4,0.67,0,25,5,0.8,0,0.0,44.98,9.92,4423.57,0.15,85,0.1,245.75,446.07,0,13,1,5,22,23,0.83,5,8,21,0.14,42,34,51,24,14,0,1,21.43,6
3,1,4,2,0.4,2,2,1.0,0,5,1,0.0,0,0.0,14.06,8.13,927.88,0.04,26,0.12,51.55,114.2,0,2,0,0,5,5,0.5,1,2,5,0.25,8,10,16,8,13,0,1,0.0,6
11,4,20,6,0.19,10,5,0.83,1,27,1,0.0,0,0.0,36.33,30.72,34286.0,0.37,186,0.03,1904.78,1116.0,0,11,2,6,30,32,0.17,5,10,23,0.12,50,79,107,36,28,1,1,21.05,6
3,3,4,2,0.15,2,2,1.0,0,9,1,0.0,0,0.0,28.35,11.7,3880.98,0.11,69,0.09,215.61,331.71,0,5,0,2,13,13,0.5,1,2,9,0.1,21,27,42,15,13,1,1,13.33,6
5,3,8,3,0.14,4,3,1.0,0,15,1,0.0,0,0.0,39.65,16.43,10701.74,0.22,126,0.06,594.54,651.41,0,6,0,0,21,21,0.33,2,4,14,0.11,28,46,80,21,15,2,1,0.0,6
1,0,0,1,1.0,0,1,1.0,0,1,1,0.0,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0,0,0,0,0,0,1.0,0,0,2,1.0,1,0,2,0,2,0,1,0.0,6
3,1,4,2,0.25,2,1,0.5,0,7,1,0.0,0,0.0,13.4,5.25,369.2,0.02,18,0.19,20.51,70.32,0,1,0,0,8,8,0.5,1,2,7,0.2,10,7,11,6,9,1,1,0.0,6
1,1,0,1,0.2,0,1,1.0,0,2,1,0.0,0,0.0,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,0,1,0,0,5,5,1.0,0,0,3,0.14,7,5,8,4,7,1,1,0.0,6
7,0,10,4,0.4,4,1,0.25,0,12,3,0.67,0,0.0,10.84,13.71,2039.01,0.05,35,0.07,113.28,148.68,0,3,0,0,10,10,0.75,3,5,10,0.29,14,16,19,7,12,1,1,0.0,6
13,3,24,7,0.23,12,4,0.57,1,30,4,0.5,0,0.0,42.78,14.1,8504.78,0.2,108,0.07,472.49,603.18,0,9,3,1,28,31,0.57,6,12,25,0.17,42,47,61,30,18,3,1,12.5,6
24,2,14,19,0.23,6,18,0.95,0,58,1,0.0,0,0.0,41.45,45.39,85416.04,0.63,304,0.02,4745.34,1881.71,0,32,1,8,80,81,0.05,4,7,41,0.16,122,123,181,42,31,1,1,10.11,6
3,2,4,2,0.17,2,2,1.0,0,8,1,0.0,0,0.0,19.16,6.19,733.44,0.04,29,0.16,40.75,118.54,0,3,0,0,12,12,0.5,1,2,8,0.13,16,11,18,8,9,1,1,0.0,6
1,0,0,1,0.2,0,1,1.0,0,1,1,0.0,0,0.0,10.34,2.0,41.36,0.01,8,0.5,2.3,20.68,0,1,0,0,5,5,1.0,0,0,2,0.14,7,2,6,2,4,0,1,0.0,6
5,3,8,3,0.2,4,3,1.0,0,14,1,0.0,0,0.0,15.83,11.0,1915.82,0.06,41,0.09,106.43,174.17,0,5,1,1,14,15,0.33,2,4,13,0.14,22,16,25,8,11,0,1,12.5,6
1,1,0,1,0.13,0,1,1.0,0,2,1,0.0,0,0.0,17.09,5.71,558.13,0.03,25,0.18,31.01,97.67,0,2,0,0,8,8,1.0,0,0,3,0.09,11,10,15,7,8,0,1,0.0,6
5,0,8,3,0.14,4,1,0.33,0,11,1,0.0,0,0.0,48.47,12.2,7213.92,0.2,123,0.08,400.77,591.3,0,10,0,5,22,22,0.33,2,4,10,0.08,38,61,62,20,8,0,1,18.52,6
16,4,0,15,0.16,0,15,1.0,0,55,1,0.0,0,0.0,48.01,47.92,110234.42,0.77,382,0.02,6124.13,2300.54,0,21,1,0,90,91,0.07,0,0,42,0.13,113,175,207,42,23,1,1,1.1,6
11,2,18,6,0.18,8,4,0.67,0,23,5,0.8,0,0.0,66.7,9.14,5570.49,0.2,108,0.11,309.47,609.54,0,8,0,4,33,33,0.83,5,9,19,0.13,46,47,61,36,14,2,1,10.81,6
13,2,22,7,0.25,10,2,0.29,0,28,3,0.33,0,0.0,22.75,41.68,39528.58,0.32,177,0.02,2196.03,948.29,0,8,2,9,26,28,0.43,6,11,23,0.15,46,72,105,19,22,2,1,29.73,6
7,0,10,4,0.5,4,1,0.25,0,12,3,0.67,0,0.0,8.8,14.4,1824.64,0.04,31,0.07,101.37,126.71,0,1,0,0,8,8,0.75,3,5,10,0.4,10,12,19,5,12,2,1,0.0,6
13,7,22,7,0.2,10,6,0.86,0,31,3,0.33,0,0.0,34.18,27.98,26767.81,0.32,167,0.04,1487.1,956.56,0,23,2,25,33,35,0.43,6,11,26,0.08,84,73,94,30,23,1,1,45.0,6
