McCabe_loc,McCabe_v(g),McCabe_ev(g),McCabe_iv(g),Language,SOFTWARE,defects
22.0,3.0,1.0,3.0,,,0
20.0,2.0,1.0,2.0,,,0
91.0,9.0,1.0,9.0,,,0
10.0,1.0,1.0,1.0,,,0
45.0,4.0,1.0,3.0,,,0
20.0,2.0,1.0,1.0,,,0
27.0,6.0,1.0,3.0,,,0
14.0,1.0,1.0,1.0,,,0
17.0,3.0,1.0,3.0,,,0
30.0,5.0,3.0,2.0,,,0
6.0,1.0,1.0,1.0,,,0
72.0,6.0,1.0,1.0,,,0
65.0,12.0,8.0,5.0,,,0
47.0,4.0,1.0,3.0,,,0
8.0,3.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
61.0,13.0,9.0,5.0,,,0
7.0,3.0,3.0,2.0,,,0
54.0,9.0,6.0,4.0,,,0
5.0,1.0,1.0,1.0,,,0
12.0,3.0,3.0,2.0,,,0
63.0,20.0,18.0,2.0,,,0
45.0,4.0,1.0,2.0,,,0
32.0,5.0,3.0,2.0,,,0
10.0,3.0,3.0,2.0,,,0
10.0,1.0,1.0,1.0,,,0
33.0,5.0,1.0,2.0,,,0
40.0,7.0,4.0,3.0,,,0
39.0,7.0,4.0,3.0,,,0
255.0,37.0,9.0,33.0,,,0
20.0,3.0,1.0,1.0,,,0
8.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
78.0,15.0,12.0,8.0,,,0
30.0,4.0,1.0,2.0,,,0
63.0,6.0,1.0,3.0,,,0
21.0,3.0,1.0,3.0,,,0
42.0,8.0,1.0,8.0,,,0
32.0,7.0,1.0,6.0,,,0
7.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
89.0,4.0,4.0,3.0,,,0
48.0,10.0,8.0,5.0,,,0
105.0,9.0,6.0,4.0,,,0
122.0,13.0,6.0,8.0,,,0
33.0,7.0,1.0,3.0,,,0
55.0,7.0,1.0,3.0,,,0
25.0,3.0,1.0,2.0,,,0
76.0,11.0,5.0,6.0,,,0
171.0,18.0,16.0,12.0,,,0
13.0,2.0,1.0,1.0,,,0
23.0,3.0,1.0,2.0,,,0
21.0,3.0,1.0,1.0,,,0
47.0,11.0,7.0,4.0,,,0
107.0,10.0,9.0,1.0,,,0
137.0,31.0,14.0,13.0,,,0
105.0,21.0,6.0,13.0,,,0
53.0,13.0,12.0,5.0,,,0
31.0,5.0,1.0,5.0,,,0
36.0,6.0,4.0,4.0,,,0
32.0,6.0,4.0,5.0,,,0
66.0,6.0,3.0,6.0,,,0
40.0,5.0,1.0,5.0,,,0
49.0,5.0,1.0,5.0,,,0
4.0,1.0,1.0,1.0,,,0
33.0,4.0,1.0,1.0,,,0
132.0,15.0,9.0,6.0,,,0
32.0,2.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
42.0,4.0,1.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
37.0,2.0,1.0,2.0,,,0
49.0,5.0,1.0,4.0,,,0
51.0,5.0,1.0,4.0,,,0
81.0,30.0,30.0,16.0,,,0
92.0,12.0,7.0,8.0,,,0
9.0,2.0,1.0,2.0,,,0
9.0,2.0,1.0,2.0,,,0
38.0,26.0,26.0,11.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
11.0,2.0,1.0,1.0,,,0
16.0,2.0,1.0,1.0,,,0
49.0,5.0,1.0,4.0,,,0
9.0,2.0,1.0,1.0,,,0
98.0,7.0,4.0,5.0,,,0
106.0,8.0,4.0,5.0,,,0
54.0,10.0,10.0,4.0,,,0
34.0,4.0,1.0,2.0,,,0
27.0,5.0,1.0,5.0,,,0
32.0,6.0,1.0,6.0,,,0
40.0,11.0,1.0,11.0,,,0
23.0,3.0,3.0,1.0,,,0
60.0,8.0,5.0,4.0,,,0
19.0,2.0,1.0,2.0,,,0
17.0,1.0,1.0,1.0,,,0
16.0,3.0,1.0,2.0,,,0
17.0,1.0,1.0,1.0,,,0
16.0,3.0,1.0,2.0,,,0
23.0,4.0,4.0,3.0,,,0
17.0,2.0,1.0,2.0,,,0
12.0,1.0,1.0,1.0,,,0
13.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
40.0,5.0,1.0,4.0,,,0
51.0,6.0,1.0,5.0,,,0
10.0,1.0,1.0,1.0,,,0
69.0,7.0,1.0,5.0,,,0
5.0,1.0,1.0,1.0,,,0
26.0,5.0,5.0,3.0,,,0
6.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
15.0,3.0,1.0,3.0,,,0
21.0,3.0,1.0,1.0,,,0
29.0,4.0,1.0,1.0,,,0
17.0,2.0,1.0,2.0,,,0
32.0,7.0,1.0,1.0,,,0
42.0,5.0,1.0,5.0,,,0
109.0,14.0,10.0,12.0,,,0
11.0,2.0,1.0,2.0,,,0
40.0,9.0,1.0,8.0,,,0
27.0,5.0,1.0,4.0,,,0
32.0,5.0,5.0,2.0,,,0
26.0,4.0,1.0,2.0,,,0
11.0,2.0,1.0,1.0,,,0
12.0,2.0,1.0,2.0,,,0
20.0,2.0,1.0,1.0,,,0
26.0,3.0,1.0,1.0,,,0
26.0,3.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
32.0,4.0,1.0,1.0,,,0
30.0,7.0,1.0,1.0,,,0
56.0,4.0,1.0,2.0,,,0
22.0,2.0,1.0,1.0,,,0
16.0,1.0,1.0,1.0,,,0
26.0,2.0,1.0,2.0,,,0
18.0,2.0,1.0,2.0,,,0
33.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
28.0,4.0,1.0,4.0,,,0
9.0,1.0,1.0,1.0,,,0
61.0,3.0,1.0,2.0,,,0
27.0,4.0,3.0,2.0,,,0
29.0,3.0,1.0,2.0,,,0
13.0,2.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
40.0,11.0,5.0,6.0,,,0
18.0,3.0,3.0,2.0,,,0
17.0,2.0,1.0,2.0,,,0
15.0,2.0,1.0,2.0,,,0
6.0,1.0,1.0,1.0,,,0
24.0,2.0,1.0,2.0,,,0
47.0,6.0,4.0,4.0,,,0
48.0,7.0,7.0,1.0,,,0
30.0,1.0,1.0,1.0,,,0
29.0,3.0,3.0,2.0,,,0
22.0,2.0,1.0,2.0,,,0
30.0,5.0,1.0,3.0,,,0
26.0,3.0,1.0,1.0,,,0
18.0,2.0,1.0,2.0,,,0
24.0,4.0,1.0,4.0,,,0
16.0,3.0,1.0,3.0,,,0
23.0,3.0,1.0,1.0,,,0
237.0,37.0,18.0,6.0,,,0
28.0,11.0,11.0,3.0,,,0
32.0,10.0,3.0,3.0,,,0
36.0,13.0,10.0,4.0,,,0
37.0,12.0,3.0,3.0,,,0
25.0,5.0,5.0,3.0,,,0
89.0,8.0,1.0,5.0,,,0
30.0,5.0,1.0,1.0,,,0
103.0,14.0,8.0,8.0,,,0
25.0,5.0,5.0,3.0,,,0
9.0,1.0,1.0,1.0,,,0
15.0,6.0,6.0,3.0,,,0
12.0,2.0,1.0,1.0,,,0
12.0,2.0,1.0,1.0,,,0
25.0,5.0,5.0,3.0,,,0
22.0,3.0,1.0,1.0,,,0
20.0,7.0,7.0,5.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
75.0,2.0,1.0,1.0,,,0
16.0,1.0,1.0,1.0,,,0
37.0,6.0,4.0,2.0,,,0
5.0,1.0,1.0,1.0,,,0
107.0,8.0,1.0,5.0,,,0
22.0,1.0,1.0,1.0,,,0
30.0,3.0,1.0,2.0,,,0
16.0,1.0,1.0,1.0,,,0
24.0,5.0,5.0,5.0,,,0
15.0,1.0,1.0,1.0,,,0
102.0,30.0,15.0,7.0,,,0
15.0,2.0,1.0,2.0,,,0
68.0,6.0,1.0,4.0,,,0
43.0,3.0,1.0,2.0,,,0
23.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
19.0,3.0,3.0,2.0,,,0
13.0,1.0,1.0,1.0,,,0
281.0,7.0,1.0,7.0,,,0
48.0,6.0,4.0,1.0,,,0
34.0,6.0,1.0,4.0,,,0
18.0,2.0,1.0,2.0,,,0
66.0,10.0,3.0,9.0,,,0
14.0,2.0,1.0,2.0,,,0
12.0,1.0,1.0,1.0,,,0
12.0,1.0,1.0,1.0,,,0
31.0,1.0,1.0,1.0,,,0
19.0,2.0,1.0,2.0,,,0
28.0,4.0,3.0,4.0,,,0
66.0,5.0,1.0,2.0,,,0
16.0,2.0,1.0,2.0,,,0
111.0,6.0,1.0,6.0,,,0
72.0,2.0,1.0,2.0,,,0
52.0,1.0,1.0,1.0,,,0
18.0,1.0,1.0,1.0,,,0
266.0,9.0,1.0,9.0,,,0
74.0,1.0,1.0,1.0,,,0
57.0,1.0,1.0,1.0,,,0
69.0,2.0,1.0,2.0,,,0
95.0,4.0,1.0,2.0,,,0
12.0,2.0,1.0,2.0,,,0
25.0,1.0,1.0,1.0,,,0
425.0,28.0,10.0,22.0,,,0
110.0,1.0,1.0,1.0,,,0
106.0,1.0,1.0,1.0,,,0
30.0,5.0,1.0,5.0,,,0
30.0,5.0,1.0,5.0,,,0
519.0,29.0,1.0,23.0,,,0
21.0,1.0,1.0,1.0,,,0
245.0,16.0,1.0,14.0,,,0
18.0,1.0,1.0,1.0,,,0
16.0,2.0,1.0,2.0,,,0
133.0,3.0,3.0,2.0,,,0
192.0,9.0,7.0,9.0,,,0
23.0,2.0,1.0,2.0,,,0
15.0,2.0,1.0,2.0,,,0
472.0,13.0,6.0,7.0,,,0
38.0,2.0,1.0,2.0,,,0
30.0,4.0,1.0,4.0,,,0
127.0,3.0,1.0,1.0,,,0
72.0,1.0,1.0,1.0,,,0
78.0,3.0,1.0,2.0,,,0
57.0,1.0,1.0,1.0,,,0
100.0,1.0,1.0,1.0,,,0
22.0,5.0,5.0,3.0,,,0
138.0,6.0,1.0,2.0,,,0
30.0,1.0,1.0,1.0,,,0
48.0,1.0,1.0,1.0,,,0
142.0,5.0,1.0,5.0,,,0
89.0,3.0,1.0,3.0,,,0
99.0,3.0,1.0,3.0,,,0
360.0,7.0,1.0,6.0,,,0
363.0,8.0,1.0,7.0,,,0
15.0,2.0,1.0,2.0,,,0
44.0,9.0,1.0,7.0,,,0
27.0,1.0,1.0,1.0,,,0
52.0,2.0,1.0,2.0,,,0
69.0,3.0,1.0,3.0,,,0
12.0,2.0,1.0,2.0,,,0
404.0,24.0,1.0,12.0,,,0
522.0,28.0,11.0,21.0,,,0
253.0,19.0,1.0,16.0,,,0
66.0,12.0,5.0,9.0,,,0
52.0,7.0,1.0,7.0,,,0
25.0,2.0,1.0,2.0,,,0
230.0,4.0,1.0,4.0,,,0
56.0,5.0,1.0,3.0,,,0
108.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
26.0,3.0,1.0,3.0,,,0
31.0,7.0,1.0,3.0,,,0
31.0,2.0,1.0,2.0,,,0
127.0,48.0,32.0,25.0,,,0
19.0,3.0,1.0,3.0,,,0
75.0,16.0,6.0,12.0,,,0
51.0,9.0,9.0,4.0,,,0
67.0,6.0,6.0,2.0,,,0
101.0,6.0,1.0,5.0,,,0
23.0,5.0,5.0,3.0,,,0
99.0,17.0,1.0,17.0,,,0
258.0,14.0,3.0,9.0,,,0
130.0,9.0,1.0,3.0,,,0
11.0,2.0,1.0,2.0,,,0
64.0,11.0,4.0,6.0,,,0
36.0,1.0,1.0,1.0,,,0
16.0,1.0,1.0,1.0,,,0
23.0,3.0,1.0,3.0,,,0
67.0,6.0,6.0,3.0,,,0
44.0,3.0,1.0,1.0,,,0
23.0,4.0,4.0,1.0,,,0
37.0,4.0,3.0,3.0,,,0
50.0,3.0,1.0,1.0,,,0
31.0,2.0,1.0,2.0,,,0
423.0,16.0,1.0,15.0,,,0
21.0,1.0,1.0,1.0,,,0
140.0,1.0,1.0,1.0,,,0
52.0,5.0,1.0,3.0,,,0
58.0,6.0,4.0,5.0,,,0
95.0,15.0,14.0,10.0,,,0
102.0,4.0,1.0,4.0,,,0
82.0,3.0,1.0,2.0,,,0
24.0,2.0,1.0,2.0,,,0
240.0,2.0,1.0,2.0,,,0
137.0,2.0,1.0,2.0,,,0
14.0,2.0,1.0,2.0,,,0
90.0,2.0,1.0,1.0,,,0
23.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
40.0,1.0,1.0,1.0,,,0
83.0,5.0,5.0,3.0,,,0
103.0,5.0,1.0,4.0,,,0
26.0,3.0,1.0,2.0,,,0
42.0,5.0,1.0,5.0,,,0
33.0,13.0,5.0,6.0,,,0
4.0,1.0,1.0,1.0,,,0
69.0,4.0,1.0,4.0,,,0
82.0,12.0,1.0,8.0,,,0
28.0,7.0,6.0,4.0,,,0
11.0,2.0,1.0,2.0,,,0
12.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
28.0,2.0,1.0,2.0,,,0
61.0,1.0,1.0,1.0,,,0
63.0,1.0,1.0,1.0,,,0
78.0,1.0,1.0,1.0,,,0
45.0,1.0,1.0,1.0,,,0
48.0,3.0,1.0,2.0,,,0
14.0,2.0,1.0,2.0,,,0
72.0,4.0,1.0,2.0,,,0
152.0,11.0,3.0,9.0,,,0
129.0,1.0,1.0,1.0,,,0
35.0,1.0,1.0,1.0,,,0
242.0,1.0,1.0,1.0,,,0
8.0,2.0,1.0,2.0,,,0
30.0,5.0,3.0,2.0,,,0
26.0,3.0,1.0,2.0,,,0
229.0,8.0,5.0,8.0,,,0
213.0,23.0,20.0,21.0,,,0
56.0,14.0,10.0,7.0,,,0
13.0,3.0,1.0,2.0,,,0
17.0,2.0,1.0,2.0,,,0
52.0,1.0,1.0,1.0,,,0
21.0,1.0,1.0,1.0,,,0
35.0,3.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
27.0,2.0,1.0,2.0,,,0
95.0,1.0,1.0,1.0,,,0
96.0,2.0,1.0,2.0,,,0
18.0,2.0,1.0,2.0,,,0
16.0,1.0,1.0,1.0,,,0
18.0,1.0,1.0,1.0,,,0
18.0,1.0,1.0,1.0,,,0
88.0,3.0,1.0,3.0,,,0
140.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
75.0,7.0,1.0,7.0,,,0
138.0,1.0,1.0,1.0,,,0
29.0,1.0,1.0,1.0,,,0
53.0,10.0,10.0,6.0,,,0
61.0,6.0,5.0,3.0,,,0
61.0,9.0,9.0,5.0,,,0
32.0,3.0,3.0,2.0,,,0
32.0,1.0,1.0,1.0,,,0
18.0,2.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
14.0,5.0,1.0,4.0,,,0
5.0,1.0,1.0,1.0,,,0
11.0,2.0,1.0,2.0,,,0
13.0,1.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
9.0,2.0,1.0,2.0,,,0
7.0,1.0,1.0,1.0,,,0
270.0,45.0,30.0,14.0,,,0
53.0,3.0,1.0,3.0,,,0
97.0,9.0,4.0,5.0,,,0
27.0,1.0,1.0,1.0,,,0
123.0,4.0,1.0,4.0,,,0
236.0,15.0,1.0,15.0,,,0
29.0,1.0,1.0,1.0,,,0
238.0,5.0,1.0,5.0,,,0
55.0,3.0,1.0,3.0,,,0
31.0,1.0,1.0,1.0,,,0
300.0,8.0,1.0,8.0,,,0
135.0,4.0,3.0,4.0,,,0
207.0,11.0,1.0,4.0,,,0
104.0,4.0,3.0,4.0,,,0
120.0,5.0,1.0,4.0,,,0
32.0,1.0,1.0,1.0,,,0
39.0,1.0,1.0,1.0,,,0
49.0,2.0,1.0,2.0,,,0
87.0,4.0,1.0,2.0,,,0
90.0,4.0,1.0,2.0,,,0
110.0,5.0,3.0,3.0,,,0
352.0,8.0,1.0,8.0,,,0
222.0,6.0,3.0,4.0,,,0
89.0,1.0,1.0,1.0,,,0
202.0,6.0,1.0,6.0,,,0
68.0,3.0,1.0,1.0,,,0
56.0,3.0,1.0,1.0,,,0
43.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
86.0,3.0,3.0,3.0,,,0
84.0,4.0,1.0,4.0,,,0
77.0,2.0,1.0,2.0,,,0
42.0,1.0,1.0,1.0,,,0
40.0,1.0,1.0,1.0,,,0
12.0,1.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
31.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
19.0,3.0,1.0,3.0,,,0
13.0,2.0,1.0,2.0,,,0
11.0,1.0,1.0,1.0,,,0
16.0,2.0,1.0,2.0,,,0
96.0,10.0,5.0,6.0,,,0
19.0,2.0,1.0,2.0,,,0
12.0,2.0,1.0,2.0,,,0
6.0,1.0,1.0,1.0,,,0
16.0,1.0,1.0,1.0,,,0
15.0,1.0,1.0,1.0,,,0
65.0,5.0,3.0,4.0,,,0
20.0,1.0,1.0,1.0,,,0
55.0,2.0,1.0,2.0,,,0
79.0,6.0,1.0,3.0,,,0
23.0,2.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
7.0,1.0,1.0,1.0,,,0
43.0,1.0,1.0,1.0,,,0
26.0,3.0,1.0,3.0,,,0
23.0,1.0,1.0,1.0,,,0
29.0,3.0,1.0,2.0,,,0
7.0,1.0,1.0,1.0,,,0
84.0,9.0,1.0,4.0,,,0
6.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
21.0,3.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
20.0,1.0,1.0,1.0,,,0
16.0,2.0,1.0,2.0,,,0
8.0,1.0,1.0,1.0,,,0
50.0,8.0,7.0,6.0,,,0
11.0,1.0,1.0,1.0,,,0
20.0,4.0,1.0,2.0,,,0
15.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
17.0,2.0,1.0,2.0,,,0
8.0,3.0,3.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
27.0,3.0,1.0,3.0,,,0
38.0,5.0,1.0,3.0,,,0
31.0,3.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
7.0,3.0,1.0,3.0,,,0
16.0,3.0,3.0,2.0,,,0
7.0,1.0,1.0,1.0,,,0
23.0,4.0,3.0,3.0,,,0
9.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
18.0,1.0,1.0,1.0,,,0
8.0,5.0,5.0,1.0,,,0
29.0,12.0,1.0,1.0,,,0
17.0,1.0,1.0,1.0,,,0
22.0,2.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
15.0,1.0,1.0,1.0,,,0
5.0,2.0,1.0,2.0,,,0
19.0,1.0,1.0,1.0,,,0
15.0,1.0,1.0,1.0,,,0
37.0,10.0,10.0,3.0,,,0
14.0,2.0,1.0,1.0,,,0
14.0,2.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
14.0,3.0,1.0,3.0,,,0
16.0,3.0,1.0,3.0,,,0
28.0,5.0,1.0,2.0,,,0
5.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
29.0,6.0,1.0,6.0,,,0
11.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
10.0,2.0,1.0,2.0,,,0
64.0,6.0,1.0,6.0,,,0
12.0,1.0,1.0,1.0,,,0
33.0,3.0,1.0,3.0,,,0
4.0,1.0,1.0,1.0,,,0
10.0,3.0,1.0,3.0,,,0
73.0,9.0,1.0,8.0,,,0
100.0,11.0,6.0,7.0,,,0
11.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
8.0,2.0,1.0,2.0,,,0
8.0,2.0,1.0,2.0,,,0
7.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
56.0,9.0,7.0,5.0,,,0
39.0,8.0,1.0,7.0,,,0
56.0,9.0,7.0,8.0,,,0
18.0,2.0,1.0,2.0,,,0
10.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
21.0,2.0,1.0,2.0,,,0
26.0,4.0,1.0,2.0,,,0
30.0,4.0,1.0,4.0,,,0
22.0,5.0,3.0,5.0,,,0
37.0,5.0,1.0,4.0,,,0
38.0,5.0,1.0,4.0,,,0
14.0,1.0,1.0,1.0,,,0
15.0,2.0,1.0,2.0,,,0
11.0,2.0,1.0,2.0,,,0
26.0,3.0,1.0,3.0,,,0
11.0,1.0,1.0,1.0,,,0
17.0,1.0,1.0,1.0,,,0
10.0,2.0,1.0,2.0,,,0
7.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
23.0,3.0,1.0,3.0,,,0
9.0,1.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
6.0,1.0,1.0,1.0,,,0
15.0,1.0,1.0,1.0,,,0
20.0,3.0,1.0,2.0,,,0
25.0,3.0,1.0,2.0,,,0
23.0,3.0,1.0,2.0,,,0
35.0,4.0,1.0,3.0,,,0
41.0,6.0,4.0,6.0,,,0
23.0,5.0,3.0,5.0,,,0
5.0,1.0,1.0,1.0,,,0
11.0,1.0,1.0,1.0,,,0
13.0,2.0,1.0,2.0,,,0
8.0,1.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
14.0,1.0,1.0,1.0,,,0
14.0,3.0,1.0,3.0,,,0
8.0,1.0,1.0,1.0,,,0
21.0,2.0,1.0,2.0,,,0
12.0,5.0,3.0,5.0,,,0
26.0,2.0,1.0,2.0,,,0
26.0,4.0,1.0,4.0,,,0
13.0,2.0,1.0,2.0,,,0
26.0,4.0,1.0,2.0,,,0
17.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
14.0,3.0,1.0,2.0,,,0
3.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
13.0,1.0,1.0,1.0,,,0
30.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
10.0,1.0,1.0,1.0,,,0
9.0,1.0,1.0,1.0,,,0
17.0,2.0,1.0,2.0,,,0
17.0,2.0,1.0,2.0,,,0
11.0,2.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
16.0,3.0,1.0,2.0,,,0
26.0,3.0,1.0,3.0,,,0
10.0,1.0,1.0,1.0,,,0
20.0,1.0,1.0,1.0,,,0
22.0,3.0,1.0,3.0,,,0
46.0,11.0,10.0,7.0,,,0
26.0,6.0,6.0,3.0,,,0
67.0,18.0,1.0,18.0,,,0
4.0,1.0,1.0,1.0,,,0
16.0,4.0,4.0,4.0,,,0
10.0,2.0,1.0,2.0,,,0
5.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
14.0,2.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
26.0,3.0,1.0,3.0,,,0
67.0,7.0,1.0,7.0,,,0
94.0,25.0,23.0,12.0,,,0
5.0,1.0,1.0,1.0,,,0
46.0,17.0,17.0,17.0,,,0
26.0,3.0,1.0,3.0,,,0
14.0,3.0,1.0,1.0,,,0
47.0,7.0,7.0,7.0,,,0
39.0,13.0,12.0,9.0,,,0
28.0,3.0,1.0,3.0,,,0
2.0,1.0,1.0,1.0,,,0
21.0,2.0,1.0,1.0,,,0
18.0,8.0,3.0,1.0,,,0
7.0,3.0,1.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
16.0,3.0,3.0,1.0,,,0
4.0,1.0,1.0,1.0,,,0
69.0,8.0,6.0,4.0,,,0
4.0,1.0,1.0,1.0,,,0
22.0,1.0,1.0,1.0,,,0
50.0,5.0,1.0,3.0,,,0
93.0,13.0,9.0,2.0,,,0
92.0,5.0,4.0,2.0,,,0
17.0,2.0,1.0,1.0,,,0
38.0,3.0,1.0,2.0,,,0
13.0,4.0,4.0,3.0,,,0
29.0,1.0,1.0,1.0,,,0
133.0,17.0,1.0,15.0,,,0
26.0,4.0,1.0,3.0,,,0
23.0,4.0,1.0,2.0,,,0
34.0,2.0,1.0,2.0,,,0
9.0,2.0,1.0,2.0,,,0
14.0,2.0,1.0,2.0,,,0
30.0,9.0,9.0,4.0,,,0
71.0,8.0,6.0,5.0,,,0
72.0,8.0,6.0,5.0,,,0
5.0,3.0,1.0,2.0,,,0
21.0,2.0,1.0,2.0,,,0
12.0,2.0,1.0,2.0,,,0
27.0,11.0,9.0,3.0,,,0
39.0,6.0,1.0,4.0,,,0
32.0,3.0,1.0,3.0,,,0
12.0,2.0,1.0,2.0,,,0
35.0,2.0,1.0,2.0,,,0
11.0,3.0,1.0,3.0,,,0
14.0,4.0,1.0,4.0,,,0
13.0,2.0,1.0,1.0,,,0
12.0,4.0,4.0,2.0,,,0
8.0,3.0,1.0,2.0,,,0
31.0,4.0,1.0,1.0,,,0
17.0,5.0,3.0,3.0,,,0
81.0,5.0,1.0,4.0,,,0
44.0,7.0,1.0,5.0,,,0
9.0,2.0,1.0,2.0,,,0
21.0,2.0,1.0,2.0,,,0
13.0,2.0,1.0,2.0,,,0
14.0,3.0,1.0,2.0,,,0
26.0,1.0,1.0,1.0,,,0
72.0,16.0,11.0,5.0,,,0
30.0,4.0,1.0,1.0,,,0
16.0,3.0,1.0,2.0,,,0
42.0,10.0,5.0,4.0,,,0
68.0,24.0,22.0,10.0,,,0
25.0,3.0,1.0,3.0,,,0
70.0,13.0,7.0,6.0,,,0
14.0,4.0,4.0,3.0,,,0
21.0,2.0,1.0,2.0,,,0
19.0,6.0,1.0,6.0,,,0
32.0,3.0,1.0,2.0,,,0
29.0,4.0,1.0,4.0,,,0
33.0,4.0,4.0,3.0,,,0
19.0,3.0,1.0,2.0,,,0
39.0,9.0,7.0,7.0,,,0
19.0,3.0,1.0,3.0,,,0
22.0,3.0,3.0,1.0,,,0
20.0,5.0,1.0,2.0,,,0
13.0,5.0,1.0,2.0,,,0
9.0,2.0,1.0,2.0,,,0
26.0,6.0,1.0,3.0,,,0
26.0,6.0,1.0,3.0,,,0
9.0,2.0,1.0,2.0,,,0
15.0,2.0,1.0,1.0,,,0
8.0,1.0,1.0,1.0,,,0
5.0,1.0,1.0,1.0,,,0
20.0,5.0,1.0,2.0,,,0
19.0,2.0,1.0,2.0,,,0
43.0,5.0,1.0,3.0,,,0
6.0,1.0,1.0,1.0,,,0
30.0,2.0,1.0,1.0,,,0
7.0,1.0,1.0,1.0,,,0
39.0,13.0,9.0,2.0,,,0
8.0,1.0,1.0,1.0,,,0
22.0,2.0,1.0,2.0,,,0
10.0,1.0,1.0,1.0,,,0
14.0,2.0,1.0,2.0,,,0
21.0,1.0,1.0,1.0,,,0
24.0,6.0,1.0,3.0,,,0
21.0,2.0,1.0,2.0,,,0
16.0,2.0,1.0,2.0,,,0
12.0,1.0,1.0,1.0,,,0
18.0,5.0,1.0,2.0,,,0
4.0,1.0,1.0,1.0,,,0
