Halstead_b,Halstead_d,Halstead_e,Halstead_i,Halstead_l,Halstead_lOBlank,Halstead_lOCode,Halstead_lOComment,Halstead_n,Halstead_t,Halstead_v,Language,McCabe_ev(g),McCabe_iv(g),McCabe_loc,McCabe_v(g),SOFTWARE,branchCount,defects,locCodeAndComment,total_Op,total_Opnd,uniq_Op,uniq_Opnd
0.01,3.0,104.61,11.62,0.33,0,6,0,11.0,5.81,34.87,0,1.0,2.0,8.0,2.0,1,3.0,1,0,8.0,3.0,6.0,3.0
0.06,9.0,1517.0,18.73,0.11,4,11,0,39.0,84.28,168.56,0,1.0,2.0,17.0,2.0,1,3.0,1,0,27.0,12.0,12.0,8.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,29.0,3.0,1,5.0,1,0,0.0,0.0,0.0,0.0
0.08,6.75,1526.7,33.51,0.15,4,14,0,50.0,84.82,226.18,0,1.0,2.0,23.0,2.0,1,3.0,1,0,29.0,21.0,9.0,14.0
0.45,34.8,46993.5,38.8,0.03,5,83,1,213.0,2610.75,1350.39,0,1.0,3.0,96.0,10.0,1,15.0,1,4,126.0,87.0,36.0,45.0
0.74,31.2,69035.34,70.92,0.03,22,74,25,361.0,3835.3,2212.67,0,9.0,7.0,128.0,11.0,1,21.0,1,2,205.0,156.0,20.0,50.0
0.04,7.07,943.59,18.87,0.14,4,10,0,32.0,52.42,133.44,0,1.0,2.0,16.0,2.0,1,3.0,1,0,23.0,9.0,11.0,7.0
0.05,7.56,1092.25,19.1,0.13,4,10,0,34.0,60.68,144.43,0,1.0,2.0,16.0,2.0,1,3.0,1,0,23.0,11.0,11.0,8.0
0.21,16.36,10101.99,37.73,0.06,3,27,0,116.0,561.22,617.34,0,1.0,3.0,32.0,3.0,1,5.0,1,0,76.0,40.0,18.0,22.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,2.0,33.0,3.0,1,5.0,1,0,0.0,0.0,0.0,0.0
0.05,7.56,1092.25,19.1,0.13,4,10,0,34.0,60.68,144.43,0,1.0,2.0,16.0,2.0,1,3.0,1,0,23.0,11.0,11.0,8.0
0.06,9.1,1710.65,20.66,0.11,5,14,0,41.0,95.04,187.98,0,1.0,2.0,21.0,3.0,1,5.0,1,0,28.0,13.0,14.0,10.0
0.05,8.57,1165.15,15.86,0.12,4,10,0,32.0,64.73,135.93,0,1.0,2.0,16.0,2.0,1,3.0,1,0,22.0,10.0,12.0,7.0
0.07,9.45,2124.09,23.76,0.11,5,14,0,49.0,118.0,224.66,0,4.0,2.0,23.0,4.0,1,7.0,1,0,33.0,16.0,13.0,11.0
0.04,7.14,905.08,17.74,0.14,2,5,0,31.0,50.28,126.71,0,1.0,1.0,9.0,1.0,1,1.0,1,0,21.0,10.0,10.0,7.0
0.34,32.81,33337.26,30.96,0.03,8,32,1,185.0,1852.07,1015.99,0,1.0,1.0,43.0,6.0,1,11.0,1,0,110.0,75.0,21.0,24.0
0.06,9.43,1562.02,17.57,0.11,4,11,0,39.0,86.78,165.67,0,1.0,2.0,18.0,2.0,1,3.0,1,0,28.0,11.0,12.0,7.0
0.05,7.56,1220.75,21.34,0.13,5,11,0,38.0,67.82,161.42,0,1.0,2.0,18.0,2.0,1,3.0,1,0,27.0,11.0,11.0,8.0
0.2,16.71,10159.3,36.37,0.06,3,26,0,115.0,564.41,607.82,0,1.0,3.0,31.0,3.0,1,5.0,1,0,76.0,39.0,18.0,21.0
0.12,16.0,5966.78,23.31,0.06,6,19,0,76.0,331.49,372.92,0,1.0,2.0,29.0,3.0,1,5.0,1,0,48.0,28.0,16.0,14.0
0.07,8.86,1869.41,23.79,0.11,4,14,0,46.0,103.86,210.91,0,3.0,3.0,20.0,4.0,1,7.0,1,0,31.0,15.0,13.0,11.0
0.06,8.67,1484.6,19.77,0.12,4,11,0,39.0,82.48,171.3,0,1.0,2.0,17.0,2.0,1,3.0,1,0,26.0,13.0,12.0,9.0
0.41,19.53,23934.19,62.76,0.05,15,45,6,212.0,1329.68,1225.65,0,6.0,3.0,69.0,6.0,1,11.0,1,0,138.0,74.0,19.0,36.0
0.21,16.36,10101.99,37.73,0.06,4,28,0,116.0,561.22,617.34,0,1.0,3.0,34.0,3.0,1,5.0,1,0,76.0,40.0,18.0,22.0
0.22,11.48,7536.03,57.2,0.09,5,33,0,128.0,418.67,656.55,0,1.0,2.0,40.0,2.0,1,3.0,1,0,84.0,44.0,12.0,23.0
0.09,10.13,2823.12,27.54,0.1,3,17,0,58.0,156.84,278.83,0,1.0,1.0,23.0,2.0,1,3.0,1,1,31.0,27.0,12.0,16.0
0.06,9.0,1517.0,18.73,0.11,5,14,0,39.0,84.28,168.56,0,1.0,2.0,22.0,2.0,1,3.0,1,0,27.0,12.0,12.0,8.0
0.07,8.73,1816.0,23.84,0.11,4,11,0,46.0,100.89,208.08,0,1.0,2.0,17.0,2.0,1,3.0,1,0,30.0,16.0,12.0,11.0
0.07,9.0,1765.93,21.8,0.11,4,12,0,44.0,98.11,196.21,0,1.0,2.0,18.0,2.0,1,3.0,1,0,29.0,15.0,12.0,10.0
0.21,16.36,10101.99,37.73,0.06,5,28,0,116.0,561.22,617.34,0,1.0,3.0,35.0,3.0,1,5.0,1,0,76.0,40.0,18.0,22.0
0.05,7.56,1220.75,21.34,0.13,5,11,0,38.0,67.82,161.42,0,1.0,2.0,18.0,2.0,1,3.0,1,0,27.0,11.0,11.0,8.0
0.05,7.33,1140.99,21.22,0.14,5,10,2,36.0,63.39,155.59,0,1.0,2.0,19.0,2.0,1,3.0,1,0,24.0,12.0,11.0,9.0
0.05,6.11,908.58,24.33,0.16,5,10,2,35.0,50.48,148.68,0,1.0,2.0,19.0,2.0,1,3.0,1,0,24.0,11.0,10.0,9.0
0.04,6.0,632.92,17.58,0.17,4,6,0,27.0,35.16,105.49,0,1.0,1.0,12.0,1.0,1,1.0,1,0,19.0,8.0,9.0,6.0
0.06,7.8,1426.13,23.44,0.13,4,14,0,41.0,79.23,182.84,0,1.0,3.0,20.0,3.0,1,5.0,1,0,28.0,13.0,12.0,10.0
0.83,51.0,126648.13,48.69,0.02,6,82,5,440.0,7036.01,2483.3,0,6.0,8.0,96.0,11.0,1,21.0,1,0,287.0,153.0,20.0,30.0
0.26,26.25,20226.4,29.35,0.04,11,31,0,142.0,1123.69,770.53,0,3.0,3.0,44.0,5.0,1,9.0,1,0,87.0,55.0,21.0,22.0
0.35,36.42,38635.41,29.13,0.03,8,36,1,191.0,2146.41,1060.93,0,1.0,2.0,47.0,7.0,1,13.0,1,0,115.0,76.0,23.0,24.0
0.03,5.25,533.29,19.35,0.19,3,9,0,26.0,29.63,101.58,0,1.0,2.0,14.0,2.0,1,3.0,1,0,19.0,7.0,9.0,6.0
0.24,19.55,14054.58,36.77,0.05,12,25,7,138.0,780.81,718.9,0,1.0,2.0,47.0,2.0,1,5.0,1,0,95.0,46.0,18.0,20.0
0.07,8.25,1666.88,24.49,0.12,8,13,0,46.0,92.6,202.05,0,1.0,2.0,24.0,2.0,1,3.0,1,0,31.0,15.0,11.0,10.0
0.07,8.25,1630.65,23.96,0.12,4,12,0,45.0,90.59,197.65,0,1.0,2.0,18.0,2.0,1,3.0,1,0,30.0,15.0,11.0,10.0
0.06,7.7,1420.48,23.96,0.13,4,11,0,42.0,78.92,184.48,0,3.0,2.0,17.0,3.0,1,5.0,1,0,28.0,14.0,11.0,10.0
0.06,9.39,1674.76,19.0,0.11,4,11,0,40.0,93.04,178.38,0,1.0,2.0,17.0,2.0,1,3.0,1,0,27.0,13.0,13.0,9.0
0.05,7.56,1220.75,21.34,0.13,4,11,0,38.0,67.82,161.42,0,1.0,2.0,17.0,2.0,1,3.0,1,0,27.0,11.0,11.0,8.0
1.1,20.19,66687.57,163.64,0.05,7,99,1,492.0,3704.86,3303.41,0,1.0,5.0,107.0,5.0,1,9.0,1,0,283.0,209.0,17.0,88.0
0.05,8.25,1247.96,18.34,0.12,4,9,0,35.0,69.33,151.27,0,1.0,2.0,15.0,2.0,1,3.0,1,0,24.0,11.0,12.0,8.0
0.3,15.44,13798.14,57.87,0.06,6,31,3,160.0,766.56,893.59,0,1.0,4.0,42.0,4.0,1,7.0,1,0,85.0,75.0,14.0,34.0
1.24,67.59,251971.0,55.15,0.01,24,131,0,588.0,13998.39,3727.83,0,3.0,13.0,157.0,17.0,1,30.0,1,0,381.0,207.0,32.0,49.0
0.35,21.6,22990.73,49.28,0.05,10,41,14,200.0,1277.26,1064.39,0,1.0,5.0,68.0,6.0,1,11.0,1,1,128.0,72.0,15.0,25.0
0.0,0.0,0.0,0.0,0.0,0,1,7,1.0,0.0,0.0,0,1.0,1.0,10.0,1.0,1,1.0,1,0,1.0,0.0,1.0,0.0
0.34,12.73,13052.74,80.51,0.08,10,71,19,175.0,725.15,1025.15,0,5.0,13.0,102.0,15.0,1,29.0,1,0,102.0,73.0,15.0,43.0
0.49,30.89,45412.91,47.61,0.03,7,83,0,251.0,2522.94,1470.35,0,1.0,6.0,94.0,17.0,1,31.0,1,0,157.0,94.0,23.0,35.0
0.06,5.88,1075.92,31.07,0.17,1,12,4,41.0,59.77,182.84,0,1.0,2.0,20.0,2.0,1,3.0,1,0,24.0,17.0,9.0,13.0
0.02,2.5,143.4,22.94,0.4,2,5,0,16.0,7.97,57.36,0,1.0,1.0,9.0,1.0,1,1.0,1,0,9.0,7.0,5.0,7.0
0.07,4.13,882.97,51.89,0.24,4,16,2,48.0,49.05,214.05,0,1.0,2.0,24.0,2.0,1,3.0,1,0,26.0,22.0,6.0,16.0
0.04,8.13,1084.18,16.42,0.12,3,10,1,32.0,60.23,133.44,0,1.0,1.0,17.0,3.0,1,5.0,1,1,19.0,13.0,10.0,8.0
0.28,23.8,20237.61,35.71,0.04,4,29,0,162.0,1124.31,850.16,0,1.0,3.0,39.0,3.0,1,5.0,1,0,88.0,73.0,14.0,23.0
1.05,67.53,211762.84,46.44,0.01,4,106,42,540.0,11764.6,3135.97,0,4.0,8.0,155.0,11.0,1,16.0,1,1,277.0,263.0,19.0,37.0
0.09,8.67,2458.16,32.72,0.12,3,20,0,59.0,136.56,283.63,0,1.0,3.0,25.0,3.0,1,5.0,1,0,39.0,20.0,13.0,15.0
0.04,8.67,1088.9,14.5,0.12,0,12,0,33.0,60.49,125.64,0,1.0,3.0,14.0,3.0,1,5.0,1,0,20.0,13.0,8.0,6.0
0.09,8.36,2268.24,32.47,0.12,2,13,0,60.0,126.01,271.41,0,1.0,3.0,17.0,3.0,1,5.0,1,0,34.0,26.0,9.0,14.0
0.06,7.5,1371.28,24.38,0.13,1,12,0,41.0,76.18,182.84,0,1.0,2.0,15.0,2.0,1,3.0,1,0,23.0,18.0,10.0,12.0
0.17,10.62,5348.04,47.46,0.09,6,11,0,96.0,297.11,503.8,0,3.0,2.0,20.0,3.0,1,5.0,1,0,50.0,46.0,12.0,26.0
0.04,6.87,774.04,16.37,0.15,0,6,1,27.0,43.0,112.59,0,1.0,2.0,10.0,2.0,1,3.0,1,1,16.0,11.0,10.0,8.0
0.06,5.79,1046.88,31.27,0.17,2,11,0,40.0,58.16,180.94,0,1.0,2.0,15.0,2.0,1,3.0,1,0,22.0,18.0,9.0,14.0
0.15,10.5,4621.64,41.92,0.1,4,14,4,96.0,256.76,440.16,0,1.0,1.0,25.0,1.0,1,1.0,1,1,61.0,35.0,9.0,15.0
0.17,20.25,10050.72,24.51,0.05,0,15,0,113.0,558.37,496.33,0,1.0,3.0,17.0,3.0,1,5.0,1,0,59.0,54.0,9.0,12.0
0.16,9.78,4651.15,48.65,0.1,10,30,1,90.0,258.39,475.69,0,1.0,4.0,44.0,4.0,1,7.0,1,1,46.0,44.0,12.0,27.0
0.83,39.71,98828.71,62.69,0.03,78,82,25,396.0,5490.48,2489.02,0,18.0,9.0,188.0,18.0,1,35.0,1,1,246.0,150.0,27.0,51.0
0.63,79.38,148860.5,23.62,0.01,36,58,6,386.0,8270.03,1875.18,0,1.0,2.0,102.0,2.0,1,3.0,1,0,257.0,129.0,16.0,13.0
0.02,2.5,175.77,28.12,0.4,0,4,0,19.0,9.77,70.31,0,1.0,1.0,7.0,1.0,1,1.0,1,0,11.0,8.0,5.0,8.0
0.09,7.5,1960.07,34.85,0.13,2,21,0,57.0,108.89,261.33,0,1.0,3.0,26.0,3.0,1,4.0,1,0,36.0,21.0,10.0,14.0
0.09,8.87,2369.08,30.13,0.11,4,22,7,55.0,131.62,267.19,0,1.0,3.0,37.0,3.0,1,4.0,1,1,36.0,19.0,14.0,15.0
0.73,25.51,55895.84,85.9,0.04,38,68,9,354.0,3105.32,2191.2,0,1.0,9.0,119.0,10.0,1,19.0,1,0,209.0,145.0,19.0,54.0
0.13,14.3,5430.87,26.56,0.07,5,22,0,79.0,301.71,379.78,0,1.0,2.0,29.0,2.0,1,3.0,1,0,46.0,33.0,13.0,15.0
0.2,27.66,16441.74,21.5,0.04,3,23,2,120.0,913.43,594.5,0,1.0,1.0,30.0,6.0,1,11.0,1,0,61.0,59.0,15.0,16.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,3.0,3.0,101.0,6.0,1,11.0,1,0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,26.0,1.0,1,1.0,1,0,0.0,0.0,0.0,0.0
0.8,31.86,76543.29,75.4,0.03,24,115,6,380.0,4252.4,2402.33,0,11.0,15.0,147.0,21.0,1,41.0,1,0,215.0,168.0,22.0,58.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,10.0,6.0,112.0,12.0,1,23.0,1,0,0.0,0.0,0.0,0.0
0.18,14.88,7941.47,35.86,0.07,9,38,2,111.0,441.19,533.62,0,5.0,6.0,51.0,9.0,1,17.0,1,0,65.0,46.0,11.0,17.0
0.06,5.6,1089.27,34.73,0.18,4,12,1,43.0,60.52,194.51,0,1.0,2.0,19.0,2.0,1,3.0,1,0,22.0,21.0,8.0,15.0
0.11,12.59,4160.25,26.23,0.08,3,20,0,68.0,231.13,330.34,0,1.0,3.0,25.0,5.0,1,9.0,1,0,37.0,31.0,13.0,16.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,10.0,11.0,141.0,17.0,1,33.0,1,0,0.0,0.0,0.0,0.0
0.18,11.96,6527.58,45.63,0.08,9,27,12,104.0,362.64,545.78,0,1.0,2.0,50.0,2.0,1,3.0,1,0,58.0,46.0,13.0,25.0
0.18,11.96,6527.58,45.63,0.08,10,27,11,104.0,362.64,545.78,0,1.0,2.0,50.0,2.0,1,3.0,1,0,58.0,46.0,13.0,25.0
0.11,9.12,3121.44,37.55,0.11,7,20,12,72.0,173.41,342.35,0,1.0,2.0,41.0,2.0,1,3.0,1,0,41.0,31.0,10.0,17.0
0.19,17.88,10193.24,31.88,0.06,5,32,0,113.0,566.29,570.02,0,1.0,5.0,39.0,5.0,1,9.0,1,0,75.0,38.0,16.0,17.0
0.44,42.61,56645.49,31.2,0.02,6,59,3,245.0,3146.97,1329.43,0,11.0,3.0,71.0,14.0,1,27.0,1,0,147.0,98.0,20.0,23.0
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,0,1.0,1.0,4.0,1.0,1,1.0,1,0,3.0,2.0,3.0,2.0
0.0,1.5,17.41,7.74,0.67,0,2,0,5.0,0.97,11.61,0,1.0,1.0,4.0,1.0,1,1.0,1,0,3.0,2.0,3.0,2.0
0.09,6.11,1586.43,42.48,0.16,2,15,1,54.0,88.13,259.6,0,1.0,4.0,20.0,5.0,1,9.0,1,0,32.0,22.0,10.0,18.0
0.06,8.67,1484.6,19.77,0.12,9,13,1,39.0,82.48,171.3,0,1.0,3.0,25.0,5.0,1,9.0,1,0,26.0,13.0,12.0,9.0
0.06,5.45,903.65,30.37,0.18,0,16,0,39.0,50.2,165.67,0,1.0,2.0,18.0,2.0,1,3.0,1,0,24.0,15.0,8.0,11.0
0.12,10.68,3988.26,34.94,0.09,5,27,0,74.0,221.57,373.29,0,1.0,4.0,34.0,4.0,1,7.0,1,0,45.0,29.0,14.0,19.0
0.21,16.65,10523.35,37.98,0.06,6,28,6,118.0,584.63,632.19,0,1.0,4.0,43.0,5.0,1,9.0,1,1,71.0,47.0,17.0,24.0
0.12,15.79,5552.59,22.28,0.06,2,18,8,71.0,308.48,351.75,0,1.0,5.0,30.0,8.0,1,15.0,1,0,45.0,26.0,17.0,14.0
0.17,21.5,10922.0,23.63,0.05,3,19,2,127.0,606.78,508.0,0,1.0,1.0,26.0,1.0,1,1.0,1,0,84.0,43.0,8.0,8.0
0.29,20.09,17441.57,43.22,0.05,7,40,0,160.0,968.98,868.2,0,7.0,4.0,49.0,10.0,1,19.0,1,0,85.0,75.0,15.0,28.0
0.11,8.21,2627.37,38.97,0.12,4,28,0,64.0,145.96,320.0,0,1.0,4.0,35.0,5.0,1,9.0,1,1,40.0,24.0,13.0,19.0
0.12,9.24,3232.89,37.89,0.11,5,20,0,70.0,179.61,350.0,0,1.0,3.0,28.0,3.0,1,5.0,1,1,43.0,27.0,13.0,19.0
0.84,28.76,72743.9,87.92,0.03,5,74,19,414.0,4041.33,2528.93,0,15.0,11.0,102.0,34.0,1,67.0,1,2,251.0,163.0,18.0,51.0
0.93,48.49,135464.04,57.62,0.02,2,70,0,412.0,7525.78,2793.92,0,1.0,20.0,74.0,20.0,1,21.0,1,0,255.0,157.0,42.0,68.0
0.47,37.3,53017.44,38.1,0.03,16,65,5,236.0,2945.41,1421.28,0,1.0,1.0,88.0,9.0,1,17.0,1,0,131.0,105.0,27.0,38.0
1.27,33.89,129334.82,112.63,0.03,16,130,13,577.0,7185.27,3816.69,0,10.0,14.0,167.0,21.0,1,41.0,1,4,358.0,221.0,23.0,75.0
1.07,61.46,197816.48,52.37,0.02,19,161,21,520.0,10989.8,3218.71,0,17.0,3.0,201.0,32.0,1,63.0,1,0,284.0,236.0,25.0,48.0
0.98,36.19,106132.73,81.05,0.03,9,90,10,468.0,5896.26,2932.86,0,13.0,14.0,118.0,31.0,1,61.0,1,7,275.0,193.0,21.0,56.0
2.26,59.89,405328.56,113.02,0.02,13,160,13,948.0,22518.25,6768.29,0,25.0,17.0,187.0,39.0,1,77.0,1,1,523.0,425.0,31.0,110.0
1.5,142.86,643163.64,31.52,0.01,11,169,7,786.0,35731.31,4502.15,0,64.0,14.0,195.0,76.0,1,151.0,1,5,522.0,320.0,26.0,28.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,10.0,9.0,58.0,12.0,1,23.0,1,0,0.0,0.0,0.0,0.0
0.38,40.04,45604.57,28.44,0.02,5,53,6,197.0,2533.59,1138.93,0,4.0,5.0,74.0,9.0,1,16.0,1,8,135.0,62.0,31.0,24.0
5.13,64.26,989013.72,239.48,0.02,27,396,96,1898.0,54945.21,15389.98,0,51.0,30.0,520.0,75.0,1,149.0,1,1,1013.0,885.0,35.0,241.0
0.43,50.14,65286.0,25.97,0.02,12,69,2,217.0,3627.0,1302.0,0,8.0,6.0,89.0,14.0,1,23.0,1,3,139.0,78.0,36.0,28.0
0.02,3.43,228.37,19.43,0.29,3,5,0,18.0,12.69,66.61,0,1.0,1.0,10.0,1.0,1,1.0,1,0,10.0,8.0,6.0,7.0
0.08,4.93,1192.85,49.11,0.2,2,15,0,56.0,66.27,242.03,0,1.0,2.0,19.0,2.0,1,3.0,1,0,33.0,23.0,6.0,14.0
0.37,29.24,32322.63,37.81,0.03,11,50,12,205.0,1795.7,1105.43,0,6.0,8.0,75.0,13.0,1,25.0,1,0,119.0,86.0,17.0,25.0
0.37,29.24,32322.63,37.81,0.03,10,50,12,205.0,1795.7,1105.43,0,6.0,8.0,74.0,13.0,1,25.0,1,0,119.0,86.0,17.0,25.0
0.16,9.05,4433.56,54.1,0.11,16,26,0,103.0,246.31,489.75,0,1.0,3.0,44.0,3.0,1,5.0,1,0,60.0,43.0,8.0,19.0
0.33,12.63,12344.19,77.33,0.08,8,47,5,169.0,685.79,977.05,0,1.0,6.0,63.0,6.0,1,11.0,1,0,95.0,74.0,14.0,41.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,1.0,61.0,1.0,1,1.0,1,0,0.0,0.0,0.0,0.0
0.6,23.39,42239.34,77.19,0.04,17,64,6,289.0,2346.63,1805.65,0,1.0,4.0,90.0,6.0,1,11.0,1,0,158.0,131.0,20.0,56.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,48.0,45.0,248.0,58.0,1,115.0,1,0,0.0,0.0,0.0,0.0
1.35,30.46,122973.42,132.52,0.03,21,122,30,605.0,6831.86,4036.82,0,47.0,40.0,175.0,57.0,1,113.0,1,0,370.0,235.0,21.0,81.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,66.0,82.0,355.0,88.0,1,181.0,1,0,0.0,0.0,0.0,0.0
0.49,30.65,45141.75,48.07,0.03,6,59,18,261.0,2507.87,1473.05,0,23.0,20.0,85.0,24.0,1,47.0,1,0,161.0,100.0,19.0,31.0
0.6,34.5,62562.83,52.56,0.03,25,77,27,307.0,3475.71,1813.42,0,3.0,7.0,136.0,10.0,1,19.0,1,2,169.0,138.0,20.0,40.0
0.34,13.43,13846.63,76.77,0.07,15,62,13,176.0,769.26,1031.0,0,1.0,7.0,92.0,8.0,1,15.0,1,0,99.0,77.0,15.0,43.0
0.2,17.58,10589.57,34.28,0.06,16,23,3,114.0,588.31,602.54,0,1.0,4.0,44.0,4.0,1,7.0,1,0,77.0,37.0,19.0,20.0
0.22,29.47,19595.33,22.57,0.03,7,22,10,133.0,1088.63,665.0,0,1.0,3.0,41.0,4.0,1,7.0,1,0,81.0,52.0,17.0,15.0
0.4,21.72,26305.77,55.74,0.05,10,45,2,218.0,1461.43,1210.9,0,1.0,7.0,61.0,7.0,1,13.0,1,2,148.0,70.0,18.0,29.0
0.08,7.44,1895.94,34.24,0.13,3,13,0,53.0,105.33,254.79,0,1.0,2.0,18.0,4.0,1,7.0,1,0,30.0,23.0,11.0,17.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,28.0,20.0,237.0,35.0,1,69.0,1,0,0.0,0.0,0.0,0.0
0.09,7.15,2019.08,39.49,0.14,1,22,0,57.0,112.17,282.39,0,1.0,2.0,23.0,2.0,1,3.0,1,0,31.0,26.0,11.0,20.0
0.14,15.0,6225.0,27.67,0.07,5,18,0,83.0,345.83,415.0,0,4.0,5.0,25.0,5.0,1,9.0,1,0,49.0,34.0,15.0,17.0
0.04,9.6,1098.71,11.92,0.1,0,9,0,28.0,61.04,114.45,0,5.0,1.0,11.0,5.0,1,9.0,1,0,20.0,8.0,12.0,5.0
0.13,10.5,4220.05,38.28,0.1,6,19,0,79.0,234.45,401.91,0,1.0,3.0,28.0,3.0,1,5.0,1,1,49.0,30.0,14.0,20.0
1.0,31.13,93233.62,96.21,0.03,20,108,17,458.0,5179.65,2994.93,0,7.0,14.0,147.0,19.0,1,37.0,1,0,279.0,179.0,24.0,69.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,13.0,11.0,105.0,19.0,1,37.0,1,0,0.0,0.0,0.0,0.0
0.2,20.64,12458.21,29.24,0.05,5,33,2,115.0,692.12,603.51,0,1.0,3.0,50.0,3.0,1,5.0,1,8,64.0,51.0,17.0,21.0
0.3,33.33,30180.88,27.16,0.03,8,34,4,169.0,1676.72,905.43,0,3.0,4.0,48.0,7.0,1,13.0,1,0,99.0,70.0,20.0,21.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,6.0,4.0,47.0,10.0,1,19.0,1,0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,16.0,18.0,204.0,29.0,1,57.0,1,0,0.0,0.0,0.0,0.0
2.06,51.89,320701.9,119.1,0.02,30,157,31,840.0,17816.77,6180.34,0,12.0,14.0,218.0,24.0,1,47.0,1,0,471.0,369.0,36.0,128.0
0.21,20.09,12501.62,30.98,0.05,5,26,0,114.0,694.53,622.38,0,3.0,4.0,33.0,4.0,1,7.0,1,0,70.0,44.0,21.0,23.0
0.17,11.05,5530.43,45.27,0.09,11,41,15,103.0,307.25,500.37,0,1.0,2.0,69.0,4.0,1,7.0,1,0,61.0,42.0,10.0,19.0
0.1,17.27,5085.32,17.04,0.06,3,16,8,60.0,282.52,294.41,0,5.0,3.0,31.0,7.0,1,13.0,1,2,40.0,20.0,19.0,11.0
4.05,101.46,1233225.92,119.8,0.01,27,216,91,1715.0,68512.55,12155.0,0,32.0,16.0,336.0,68.0,1,133.0,1,0,1228.0,487.0,40.0,96.0
0.09,12.66,3573.99,22.31,0.08,6,17,8,57.0,198.55,282.39,0,1.0,2.0,33.0,3.0,1,5.0,1,0,30.0,27.0,15.0,16.0
0.18,21.16,11676.18,26.08,0.05,8,22,18,103.0,648.68,551.83,0,1.0,3.0,50.0,4.0,1,7.0,1,0,54.0,49.0,19.0,22.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,37.0,17.0,185.0,41.0,1,81.0,1,0,0.0,0.0,0.0,0.0
0.23,41.33,28409.39,16.63,0.02,8,44,15,134.0,1578.3,687.32,0,5.0,3.0,69.0,9.0,1,17.0,1,0,72.0,62.0,20.0,15.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,7.0,101.0,7.0,1,13.0,1,0,0.0,0.0,0.0,0.0
0.67,65.86,131878.2,30.4,0.02,7,99,7,369.0,7326.57,2002.29,0,12.0,14.0,115.0,22.0,1,43.0,1,0,231.0,138.0,21.0,22.0
0.28,14.06,11920.88,60.3,0.07,4,51,2,151.0,662.27,847.82,0,12.0,9.0,60.0,13.0,1,25.0,1,1,93.0,58.0,16.0,33.0
0.23,23.83,16587.25,29.2,0.04,4,33,0,126.0,921.51,695.97,0,6.0,6.0,39.0,8.0,1,15.0,1,0,74.0,52.0,22.0,24.0
0.43,36.31,47232.71,35.82,0.03,2,54,0,225.0,2624.04,1300.81,0,6.0,7.0,58.0,11.0,1,21.0,1,0,144.0,81.0,26.0,29.0
0.21,14.4,9257.85,44.65,0.07,13,32,0,120.0,514.32,642.91,0,4.0,3.0,47.0,4.0,1,7.0,1,0,75.0,45.0,16.0,25.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,1.0,7.0,85.0,7.0,1,13.0,1,0,0.0,0.0,0.0,0.0
0.12,9.33,3480.62,39.96,0.11,6,25,7,76.0,193.37,372.92,0,1.0,3.0,41.0,3.0,1,5.0,1,0,48.0,28.0,12.0,18.0
0.7,31.5,65961.57,66.48,0.03,22,88,3,318.0,3664.53,2094.02,0,7.0,15.0,117.0,17.0,1,26.0,1,2,192.0,126.0,32.0,64.0
0.68,20.72,42268.8,98.46,0.05,9,68,0,340.0,2348.27,2040.0,0,1.0,3.0,80.0,3.0,1,5.0,1,1,192.0,148.0,14.0,50.0
0.07,9.69,2073.86,22.08,0.1,3,16,4,45.0,115.21,213.97,0,1.0,3.0,28.0,3.0,1,5.0,1,1,27.0,18.0,14.0,13.0
0.64,27.65,53022.96,69.36,0.04,10,80,0,326.0,2945.72,1917.74,0,1.0,9.0,95.0,10.0,1,17.0,1,0,233.0,93.0,22.0,37.0
0.01,2.0,46.53,11.63,0.5,1,3,0,9.0,2.58,23.26,0,1.0,1.0,6.0,1.0,1,1.0,1,0,5.0,4.0,3.0,3.0
