Halstead_d,Halstead_e,Halstead_i,Halstead_n,Halstead_t,Halstead_v,McCabe_loc,McCabe_v(g),total_Op,uniq_Opnd,defects
13.33,9231.84,51.93,131.0,512.88,692.39,49.0,5.0,71.0,27.0,0
3.5,133.19,10.87,11.0,7.4,38.05,4.0,1.0,7.0,4.0,0
12.09,3256.61,22.28,58.0,180.92,269.34,33.0,4.0,39.0,11.0,0
34.04,73515.84,63.44,356.0,4084.21,2159.53,132.0,15.0,196.0,47.0,0
11.14,4421.73,35.61,78.0,245.65,396.82,32.0,2.0,42.0,21.0,0
2.0,69.74,17.43,11.0,3.87,34.87,4.0,1.0,6.0,5.0,0
15.46,12171.15,50.91,150.0,676.18,787.19,42.0,4.0,83.0,26.0,0
2.0,69.74,17.43,11.0,3.87,34.87,4.0,1.0,6.0,5.0,0
9.0,4725.0,58.33,105.0,262.5,525.0,37.0,2.0,59.0,23.0,0
16.0,8751.88,34.19,105.0,486.22,546.99,49.0,5.0,63.0,21.0,0
16.0,8835.23,34.51,106.0,490.85,552.2,51.0,5.0,64.0,21.0,0
34.13,96875.9,83.19,453.0,5381.99,2838.85,81.0,30.0,271.0,56.0,0
24.72,29594.84,48.42,222.0,1644.16,1197.09,92.0,12.0,133.0,27.0,0
3.0,134.92,14.99,13.0,7.5,44.97,9.0,2.0,8.0,5.0,0
3.0,134.92,14.99,13.0,7.5,44.97,9.0,2.0,8.0,5.0,0
133.33,260000.0,14.63,390.0,14444.44,1950.0,38.0,26.0,230.0,12.0,0
2.0,60.0,15.0,10.0,3.33,30.0,5.0,1.0,6.0,4.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
6.0,430.2,11.95,20.0,23.9,71.7,11.0,2.0,14.0,4.0,0
0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0
16.0,8751.88,34.19,105.0,486.22,546.99,49.0,5.0,63.0,21.0,0
8.33,966.67,13.92,29.0,53.7,116.0,9.0,2.0,19.0,6.0,0
29.16,60293.86,70.9,328.0,3349.66,2067.63,98.0,7.0,186.0,56.0,0
28.75,54439.88,65.86,304.0,3024.44,1893.56,106.0,8.0,174.0,52.0,0
27.04,26728.43,36.56,180.0,1484.91,988.53,54.0,10.0,106.0,26.0,0
11.33,4504.53,35.07,81.0,250.25,397.46,34.0,4.0,47.0,18.0,0
0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.0,0
9.33,4664.41,53.55,91.0,259.13,499.76,40.0,11.0,63.0,27.0,0
0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,60.0,8.0,0.0,0.0,0
14.88,5620.23,25.4,77.0,312.23,377.83,19.0,2.0,43.0,16.0,0
5.12,906.44,34.64,41.0,50.36,177.2,17.0,1.0,22.0,13.0,0
13.71,1923.16,10.23,31.0,106.84,140.23,16.0,3.0,19.0,7.0,0
5.12,906.44,34.64,41.0,50.36,177.2,17.0,1.0,22.0,13.0,0
13.71,1923.16,10.23,31.0,106.84,140.23,16.0,3.0,19.0,7.0,0
0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,0.0,0
6.5,921.55,21.81,34.0,51.2,141.78,17.0,2.0,21.0,9.0,0
4.13,439.75,25.84,28.0,24.43,106.61,12.0,1.0,17.0,8.0,0
4.13,439.75,25.84,28.0,24.43,106.61,13.0,1.0,17.0,8.0,0
1.5,17.41,7.74,5.0,0.97,11.61,4.0,1.0,3.0,2.0,0
0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,0.0,0.0,0
14.44,11222.67,53.79,147.0,623.48,776.95,51.0,6.0,82.0,27.0,0
3.5,239.86,19.58,18.0,13.33,68.53,10.0,1.0,11.0,7.0,0
22.85,27216.16,52.14,227.0,1512.01,1191.28,69.0,7.0,128.0,26.0,0
0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0
13.71,4104.96,21.83,61.0,228.05,299.32,26.0,5.0,37.0,14.0,0
5.25,389.71,14.14,19.0,21.65,74.23,6.0,1.0,12.0,6.0,0
3.0,109.62,12.18,11.0,6.09,36.54,5.0,1.0,7.0,4.0,0
4.5,428.33,21.15,25.0,23.8,95.18,15.0,3.0,16.0,7.0,0
15.36,4367.39,18.5,62.0,242.63,284.27,21.0,3.0,36.0,11.0,0
21.86,7718.78,16.14,77.0,428.82,353.04,29.0,4.0,40.0,11.0,0
13.75,3612.2,19.11,63.0,200.68,262.71,17.0,2.0,41.0,8.0,0
25.5,10183.98,15.66,86.0,565.78,399.37,32.0,7.0,52.0,10.0,0
21.86,20522.49,42.93,183.0,1140.14,938.66,42.0,5.0,109.0,22.0,0
41.26,89865.49,52.79,353.0,4992.53,2177.98,109.0,14.0,207.0,46.0,0
9.0,865.9,10.69,26.0,48.11,96.21,11.0,2.0,18.0,4.0,0
12.14,6797.87,46.1,113.0,377.66,559.82,40.0,9.0,62.0,21.0,0
9.35,2584.07,29.58,62.0,143.56,276.48,27.0,5.0,35.0,13.0,0
17.81,11579.99,36.5,123.0,643.33,650.1,32.0,5.0,66.0,24.0,0
19.5,7697.19,20.24,85.0,427.62,394.73,26.0,4.0,49.0,12.0,0
12.86,2259.78,13.67,43.0,125.54,175.76,11.0,2.0,25.0,7.0,0
7.58,729.6,12.69,26.0,40.53,96.21,12.0,2.0,13.0,6.0,0
15.17,2770.36,12.04,43.0,153.91,182.66,20.0,2.0,30.0,6.0,0
0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0
24.64,20384.28,33.57,160.0,1132.46,827.19,26.0,3.0,91.0,21.0,0
6.0,515.71,14.33,22.0,28.65,85.95,8.0,1.0,14.0,6.0,0
14.77,4131.68,18.93,61.0,229.54,279.68,32.0,4.0,36.0,11.0,0
24.5,7647.93,12.74,70.0,424.88,312.16,30.0,7.0,42.0,8.0,0
0.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,0.0,0.0,0
12.78,6525.86,39.94,98.0,362.55,510.53,22.0,2.0,56.0,23.0,0
10.93,2142.0,17.93,49.0,119.0,196.0,16.0,1.0,32.0,7.0,0
0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,0
17.0,4769.15,16.5,59.0,264.95,280.54,18.0,2.0,39.0,10.0,0
13.88,5972.45,31.02,98.0,331.8,430.45,33.0,1.0,61.0,12.0,0
3.0,109.62,12.18,11.0,6.09,36.54,4.0,1.0,7.0,4.0,0
4.67,713.65,32.77,36.0,39.65,152.93,9.0,1.0,20.0,12.0,0
9.24,3325.26,38.97,72.0,184.74,360.0,28.0,4.0,45.0,19.0,0
9.0,1747.58,21.58,51.0,97.09,194.18,9.0,1.0,33.0,7.0,0
16.7,11399.82,40.85,131.0,633.32,682.44,61.0,3.0,82.0,22.0,0
27.38,15572.12,20.77,110.0,865.12,568.69,27.0,4.0,61.0,17.0,0
14.77,4063.94,18.62,60.0,225.77,275.1,29.0,3.0,35.0,11.0,0
11.2,1574.91,12.56,38.0,87.49,140.62,13.0,2.0,24.0,5.0,0
5.09,764.23,29.49,36.0,42.46,150.12,9.0,1.0,20.0,11.0,0
0.0,0.0,0.0,0.0,0.0,0.0,40.0,11.0,0.0,0.0,0
12.07,1982.53,13.61,38.0,110.14,164.23,18.0,3.0,25.0,7.0,0
23.33,9871.1,18.13,88.0,548.39,423.05,17.0,2.0,53.0,12.0,0
10.77,2560.32,22.08,50.0,142.24,237.74,15.0,2.0,30.0,13.0,0
5.83,560.0,16.46,24.0,31.11,96.0,6.0,1.0,17.0,6.0,0
18.75,6645.82,18.9,85.0,369.21,354.44,24.0,2.0,55.0,8.0,0
0.0,0.0,0.0,0.0,0.0,0.0,47.0,6.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,48.0,7.0,0.0,0.0,0
11.35,7801.62,60.6,133.0,433.42,687.6,30.0,1.0,74.0,26.0,0
18.37,7755.5,22.99,83.0,430.86,422.26,29.0,3.0,54.0,15.0,0
7.15,1067.77,20.89,34.0,59.32,149.34,22.0,2.0,21.0,10.0,0
16.39,6497.07,24.18,80.0,360.95,396.34,30.0,5.0,53.0,14.0,0
0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0
8.5,1997.69,27.65,50.0,110.98,235.02,24.0,4.0,33.0,13.0,0
7.56,1188.62,20.78,37.0,66.03,157.17,16.0,3.0,26.0,8.0,0
22.29,7573.45,15.25,80.0,420.75,339.83,23.0,3.0,54.0,7.0,0
110.38,375433.37,30.81,591.0,20857.41,3401.14,237.0,37.0,386.0,26.0,0
0.0,0.0,0.0,0.0,0.0,0.0,28.0,11.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,32.0,10.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,36.0,13.0,0.0,0.0,0
18.48,10526.44,30.83,102.0,584.8,569.67,37.0,12.0,68.0,23.0,0
0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,0
21.69,20486.51,43.55,171.0,1138.14,944.53,89.0,8.0,97.0,29.0,0
10.62,2514.11,22.31,51.0,139.67,236.84,30.0,5.0,28.0,13.0,0
34.2,58071.6,49.65,283.0,3226.2,1698.0,103.0,14.0,169.0,40.0,0
12.13,3791.4,25.75,65.0,210.63,312.48,25.0,5.0,37.0,15.0,0
3.33,112.29,10.11,12.0,6.24,33.69,9.0,1.0,7.0,3.0,0
13.46,3857.44,21.3,59.0,214.3,286.62,15.0,6.0,40.0,12.0,0
12.1,1161.6,7.93,24.0,64.53,96.0,12.0,2.0,13.0,5.0,0
12.1,1161.6,7.93,24.0,64.53,96.0,12.0,2.0,13.0,5.0,0
13.53,4404.89,24.05,67.0,244.72,325.48,25.0,5.0,38.0,15.0,0
0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0
40.07,16167.89,10.07,88.0,898.22,403.48,20.0,7.0,55.0,7.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
2.0,39.3,9.83,7.0,2.18,19.65,4.0,1.0,4.0,3.0,0
25.14,36375.41,57.54,265.0,2020.86,1446.75,75.0,2.0,177.0,28.0,0
8.5,1689.87,23.39,46.0,93.88,198.81,16.0,1.0,29.0,10.0,0
0.0,0.0,0.0,0.0,0.0,0.0,37.0,6.0,0.0,0.0,0
3.0,117.0,13.0,13.0,6.5,39.0,5.0,1.0,7.0,4.0,0
31.91,60402.76,59.3,312.0,3355.71,1892.62,107.0,8.0,162.0,47.0,0
10.0,4559.43,45.59,97.0,253.3,455.94,22.0,1.0,52.0,18.0,0
24.23,11881.56,20.24,102.0,660.09,490.35,30.0,3.0,60.0,13.0,0
3.33,286.51,25.79,22.0,15.92,85.95,16.0,1.0,12.0,9.0,0
0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,0
6.64,2444.68,55.4,75.0,135.82,368.02,15.0,1.0,44.0,21.0,0
0.0,0.0,0.0,0.0,0.0,0.0,102.0,30.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,68.0,6.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,43.0,3.0,0.0,0.0,0
8.46,2564.51,35.82,67.0,142.47,303.08,23.0,1.0,45.0,13.0,0
5.0,573.47,22.94,27.0,31.86,114.69,11.0,1.0,18.0,9.0,0
9.19,2614.76,30.98,58.0,145.26,284.6,19.0,3.0,37.0,16.0,0
4.95,651.84,26.6,31.0,36.21,131.69,13.0,1.0,20.0,10.0,0
20.98,119057.45,270.53,782.0,6614.3,5675.28,281.0,7.0,396.0,138.0,0
39.5,37963.44,24.33,174.0,2109.08,961.1,48.0,6.0,96.0,23.0,0
28.44,18957.02,23.43,131.0,1053.17,666.46,34.0,6.0,67.0,18.0,0
11.2,2369.02,18.89,45.0,131.61,211.52,18.0,2.0,31.0,10.0,0
26.7,38298.92,53.72,247.0,2127.72,1434.42,66.0,10.0,158.0,35.0,0
7.33,1260.57,23.44,38.0,70.03,171.9,14.0,2.0,22.0,12.0,0
4.0,632.49,39.53,36.0,35.14,158.12,12.0,1.0,20.0,14.0,0
6.5,921.55,21.81,34.0,51.2,141.78,12.0,1.0,21.0,9.0,0
5.34,2412.57,84.58,95.0,134.03,451.71,31.0,1.0,48.0,22.0,0
4.27,714.12,39.23,37.0,39.67,167.37,19.0,2.0,21.0,15.0,0
11.42,4032.86,30.92,70.0,224.05,353.11,28.0,4.0,39.0,19.0,0
21.75,22835.76,48.27,180.0,1268.65,1049.92,66.0,5.0,93.0,38.0,0
7.39,2609.93,47.77,70.0,145.0,353.11,16.0,2.0,36.0,23.0,0
14.7,32795.22,151.86,352.0,1821.96,2231.63,111.0,6.0,183.0,69.0,0
13.38,17051.67,95.32,208.0,947.31,1274.89,72.0,2.0,101.0,56.0,0
12.25,19732.68,131.5,290.0,1096.26,1610.83,52.0,1.0,150.0,40.0,0
4.16,789.64,45.71,42.0,43.87,189.99,18.0,1.0,23.0,16.0,0
58.9,535507.18,154.36,1279.0,29750.4,9091.8,266.0,9.0,691.0,115.0,0
22.63,41621.78,81.28,333.0,2312.32,1839.35,74.0,1.0,189.0,35.0,0
9.15,7886.05,94.27,152.0,438.11,862.21,57.0,1.0,77.0,41.0,0
10.3,10918.78,102.96,181.0,606.6,1060.29,69.0,2.0,93.0,47.0,0
24.1,58552.86,100.77,378.0,3252.94,2429.13,95.0,4.0,208.0,67.0,0
4.5,751.09,37.09,38.0,41.73,166.91,12.0,2.0,20.0,14.0,0
8.79,5762.91,74.53,124.0,320.16,655.39,25.0,1.0,73.0,29.0,0
63.84,406216.63,99.67,909.0,22567.59,6363.0,425.0,28.0,556.0,94.0,0
39.48,117903.64,75.64,565.0,6550.2,2986.25,110.0,1.0,364.0,28.0,0
39.48,117903.64,75.64,565.0,6550.2,2986.25,106.0,1.0,364.0,28.0,0
27.19,9961.73,13.48,81.0,553.43,366.41,30.0,5.0,52.0,8.0,0
27.19,9961.73,13.48,81.0,553.43,366.41,30.0,5.0,52.0,8.0,0
83.56,1500388.97,214.88,2372.0,83354.94,17955.7,519.0,29.0,1269.0,165.0,0
4.2,1038.47,58.87,52.0,57.69,247.25,21.0,1.0,28.0,20.0,0
43.03,309865.86,167.38,1054.0,17214.77,7201.87,245.0,16.0,563.0,97.0,0
4.32,911.87,48.78,46.0,50.66,210.91,18.0,1.0,25.0,17.0,0
4.67,853.24,39.18,41.0,47.4,182.84,16.0,2.0,21.0,15.0,0
18.24,33667.41,101.2,310.0,1870.41,1845.8,133.0,3.0,158.0,50.0,0
51.3,465360.0,176.85,1296.0,25853.33,9072.0,192.0,9.0,742.0,108.0,0
13.24,5161.76,29.47,78.0,286.76,390.0,23.0,2.0,48.0,17.0,0
0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0
70.05,1099074.9,224.01,2077.0,61059.72,15690.88,472.0,13.0,1072.0,165.0,0
21.67,18795.28,40.04,163.0,1044.18,867.47,38.0,2.0,98.0,24.0,0
13.14,4191.89,24.27,65.0,232.88,318.95,30.0,4.0,42.0,14.0,0
28.15,73984.09,93.34,410.0,4110.22,2627.85,127.0,3.0,227.0,65.0,0
12.02,17081.67,118.26,236.0,948.98,1421.28,72.0,1.0,118.0,54.0,0
25.3,41519.9,64.87,279.0,2306.66,1641.26,78.0,3.0,154.0,42.0,0
11.06,13423.09,109.66,208.0,745.73,1213.24,57.0,1.0,104.0,47.0,0
16.56,64969.6,236.82,593.0,3609.42,3922.52,100.0,1.0,331.0,87.0,0
13.0,3397.46,20.1,57.0,188.75,261.33,22.0,5.0,31.0,12.0,0
32.81,90642.81,84.19,431.0,5035.71,2762.45,138.0,6.0,231.0,64.0,0
9.04,4775.74,58.49,100.0,265.32,528.54,30.0,1.0,54.0,28.0,0
9.14,14115.6,168.98,245.0,784.2,1544.43,48.0,1.0,132.0,68.0,0
15.5,33489.35,139.39,338.0,1860.52,2160.6,142.0,5.0,183.0,70.0,0
17.36,20521.53,68.08,197.0,1140.09,1182.0,89.0,3.0,101.0,47.0,0
14.78,24894.09,114.02,265.0,1383.0,1684.75,99.0,3.0,133.0,67.0,0
54.0,760414.2,260.81,1933.0,42245.23,14082.68,360.0,7.0,1050.0,139.0,0
20.89,122265.62,280.2,821.0,6792.53,5853.14,363.0,8.0,445.0,126.0,0
10.5,2528.5,22.93,54.0,140.47,240.81,15.0,2.0,33.0,11.0,0
21.0,12762.57,28.94,112.0,709.03,607.74,44.0,9.0,68.0,22.0,0
5.2,2903.43,107.38,108.0,161.3,558.35,27.0,1.0,56.0,30.0,0
15.02,20591.97,91.25,234.0,1144.0,1370.77,52.0,2.0,130.0,45.0,0
19.93,35325.77,88.89,300.0,1962.54,1772.07,69.0,3.0,169.0,46.0,0
6.75,787.67,17.29,27.0,43.76,116.69,12.0,2.0,18.0,8.0,0
61.65,726113.14,191.05,1586.0,40339.62,11778.06,404.0,24.0,868.0,147.0,0
88.44,1626925.91,207.99,2445.0,90384.77,18395.11,522.0,28.0,1320.0,159.0,0
58.89,366067.77,105.57,924.0,20337.1,6216.6,253.0,19.0,499.0,83.0,0
21.23,24423.22,54.17,191.0,1356.85,1150.27,66.0,12.0,109.0,43.0,0
21.78,23758.8,50.09,211.0,1319.93,1090.85,52.0,7.0,112.0,25.0,0
9.13,3418.78,41.01,73.0,189.93,374.44,25.0,2.0,38.0,23.0,0
23.4,69110.62,126.22,500.0,3839.48,2953.45,230.0,4.0,266.0,50.0,0
23.75,23534.59,41.72,173.0,1307.48,990.93,56.0,5.0,88.0,34.0,0
22.71,64711.47,125.42,468.0,3595.08,2848.93,108.0,1.0,256.0,56.0,0
2.0,31.02,7.75,6.0,1.72,15.51,4.0,1.0,4.0,2.0,0
0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,0
21.7,7760.51,16.48,78.0,431.14,357.63,31.0,7.0,47.0,10.0,0
11.85,8207.69,58.49,133.0,455.98,692.86,31.0,2.0,77.0,26.0,0
54.66,141892.68,47.49,449.0,7882.93,2595.83,127.0,48.0,272.0,34.0,0
6.75,712.03,15.63,27.0,39.56,105.49,19.0,3.0,18.0,6.0,0
33.67,52235.72,46.07,244.0,2901.98,1551.24,75.0,16.0,144.0,49.0,0
19.29,20833.95,55.99,180.0,1157.44,1080.0,51.0,9.0,101.0,43.0,0
15.09,21155.16,92.85,225.0,1175.29,1401.48,67.0,6.0,122.0,58.0,0
30.64,72698.95,77.45,394.0,4038.83,2372.81,101.0,6.0,234.0,47.0,0
11.82,6263.64,44.85,106.0,347.98,530.0,23.0,5.0,54.0,22.0,0
10.37,21710.89,201.88,353.0,1206.16,2093.55,99.0,17.0,193.0,54.0,0
40.0,228045.0,142.53,844.0,12669.17,5701.13,258.0,14.0,492.0,88.0,0
43.17,124230.38,66.66,462.0,6901.69,2877.71,130.0,9.0,254.0,53.0,0
4.8,282.29,12.25,17.0,15.68,58.81,11.0,2.0,9.0,5.0,0
33.45,45603.91,40.77,229.0,2533.55,1363.51,64.0,11.0,130.0,37.0,0
7.06,6838.09,137.24,164.0,379.89,968.73,36.0,1.0,84.0,51.0,0
0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0
10.5,2247.55,20.39,48.0,124.86,214.05,23.0,3.0,27.0,11.0,0
0.0,0.0,0.0,0.0,0.0,0.0,67.0,6.0,0.0,0.0,0
12.88,13018.74,78.46,180.0,723.26,1010.65,44.0,3.0,91.0,38.0,0
18.31,7276.54,21.71,81.0,404.25,397.46,23.0,4.0,53.0,13.0,0
9.62,5319.06,57.53,107.0,295.5,553.18,37.0,4.0,57.0,26.0,0
19.5,22122.46,58.18,200.0,1229.03,1134.49,50.0,3.0,122.0,34.0,0
9.29,4995.18,57.84,101.0,277.51,537.51,31.0,2.0,52.0,29.0,0
57.0,828473.91,254.99,1922.0,46026.33,14534.63,423.0,16.0,1010.0,168.0,0
0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0
19.5,82950.38,218.15,631.0,4608.35,4253.87,140.0,1.0,349.0,94.0,0
21.29,25051.45,55.26,200.0,1391.75,1176.53,52.0,5.0,103.0,41.0,0
18.57,24806.45,71.92,229.0,1378.14,1335.73,58.0,6.0,125.0,42.0,0
28.74,81820.29,99.05,424.0,4545.57,2846.84,95.0,15.0,230.0,81.0,0
0.0,0.0,0.0,0.0,0.0,0.0,102.0,4.0,0.0,0.0,0
14.97,22219.62,99.21,258.0,1234.42,1484.76,82.0,3.0,141.0,43.0,0
9.36,3998.36,45.64,82.0,222.13,427.18,24.0,2.0,43.0,25.0,0
36.9,336181.92,246.94,1331.0,18676.77,9111.35,240.0,2.0,752.0,102.0,0
20.9,87961.33,201.31,632.0,4886.74,4207.99,137.0,2.0,349.0,88.0,0
7.08,1168.74,23.29,37.0,64.93,165.0,14.0,2.0,20.0,12.0,0
21.82,34628.63,72.74,289.0,1923.81,1587.15,90.0,2.0,169.0,33.0,0
7.83,3395.1,55.43,86.0,188.62,433.82,23.0,1.0,50.0,23.0,0
4.57,321.48,15.38,18.0,17.86,70.32,7.0,1.0,10.0,7.0,0
0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0
28.82,39810.28,47.92,240.0,2211.68,1381.17,83.0,5.0,142.0,34.0,0
28.65,69766.83,85.01,396.0,3875.94,2435.3,103.0,5.0,214.0,54.0,0
11.19,3715.78,29.65,67.0,206.43,331.93,26.0,3.0,36.0,18.0,0
0.0,0.0,0.0,0.0,0.0,0.0,42.0,5.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,33.0,13.0,0.0,0.0,0
2.0,31.02,7.75,6.0,1.72,15.51,4.0,1.0,4.0,2.0,0
22.32,38621.74,77.55,298.0,2145.65,1730.59,69.0,4.0,176.0,41.0,0
37.74,49858.98,35.01,245.0,2769.94,1321.12,82.0,12.0,134.0,25.0,0
17.64,10816.28,34.76,113.0,600.9,613.17,28.0,7.0,64.0,25.0,0
4.5,751.09,37.09,38.0,41.73,166.91,11.0,2.0,20.0,14.0,0
4.47,1017.65,50.88,49.0,56.54,227.55,12.0,1.0,26.0,18.0,0
2.92,357.65,42.04,30.0,19.87,122.62,11.0,1.0,16.0,12.0,0
5.89,2316.26,66.85,81.0,128.68,393.5,28.0,2.0,44.0,22.0,0
8.72,11391.2,149.81,223.0,632.84,1306.33,61.0,1.0,114.0,50.0,0
8.6,11889.23,160.61,233.0,660.51,1381.86,63.0,1.0,119.0,53.0,0
8.87,14789.29,188.12,274.0,821.63,1667.96,78.0,1.0,141.0,60.0,0
7.3,6115.53,114.76,150.0,339.75,837.74,45.0,1.0,77.0,40.0,0
19.95,13803.3,34.68,136.0,766.85,691.89,48.0,3.0,79.0,20.0,0
7.08,1168.74,23.29,37.0,64.93,165.0,14.0,2.0,20.0,12.0,0
24.81,44839.15,72.82,291.0,2491.06,1806.95,72.0,4.0,157.0,54.0,0
39.67,154335.05,98.09,595.0,8574.17,3890.8,152.0,11.0,323.0,72.0,0
13.43,33048.3,183.27,381.0,1836.02,2461.04,129.0,1.0,193.0,77.0,0
13.79,11804.52,62.09,155.0,655.81,856.15,35.0,1.0,85.0,33.0,0
43.99,357202.76,184.6,1217.0,19844.6,8120.34,242.0,1.0,664.0,88.0,0
5.5,594.27,19.65,25.0,33.01,108.05,8.0,2.0,14.0,10.0,0
15.68,12436.7,50.57,142.0,690.93,793.06,30.0,5.0,73.0,33.0,0
11.18,5339.14,42.72,91.0,296.62,477.56,26.0,3.0,48.0,25.0,0
56.83,349486.31,108.2,914.0,19415.91,6149.32,229.0,8.0,480.0,84.0,0
52.29,263200.32,96.27,761.0,14622.24,5033.79,213.0,23.0,423.0,76.0,0
40.13,40332.41,25.04,179.0,2240.69,1005.03,56.0,14.0,108.0,23.0,0
8.82,1677.8,21.56,40.0,93.21,190.2,13.0,3.0,21.0,14.0,0
7.62,2491.25,42.92,66.0,138.4,326.98,17.0,2.0,34.0,21.0,0
8.25,6025.94,88.54,133.0,334.77,730.42,52.0,1.0,67.0,36.0,0
0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0
12.91,8211.83,49.25,125.0,456.21,635.93,27.0,2.0,71.0,23.0,0
0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,0
10.39,16334.51,151.29,262.0,907.47,1572.0,96.0,2.0,135.0,55.0,0
4.0,961.47,60.09,50.0,53.42,240.37,18.0,2.0,26.0,21.0,0
8.0,2865.22,44.77,71.0,159.18,358.15,16.0,1.0,39.0,22.0,0
4.2,749.18,42.47,40.0,41.62,178.38,18.0,1.0,22.0,15.0,0
4.2,749.18,42.47,40.0,41.62,178.38,18.0,1.0,22.0,15.0,0
15.0,26843.65,119.31,291.0,1491.31,1789.58,88.0,3.0,179.0,56.0,0
16.54,66364.3,242.48,586.0,3686.91,4011.46,140.0,1.0,302.0,103.0,0
4.0,466.77,29.17,27.0,25.93,116.69,8.0,1.0,15.0,12.0,0
24.37,39284.02,66.13,274.0,2182.45,1611.84,75.0,7.0,143.0,43.0,0
25.15,124650.94,197.09,751.0,6925.05,4956.53,138.0,1.0,426.0,84.0,0
8.64,5776.46,77.33,121.0,320.91,668.35,29.0,1.0,66.0,35.0,0
38.25,22188.68,15.17,122.0,1232.7,580.1,53.0,10.0,77.0,10.0,0
18.67,15497.41,44.48,153.0,860.97,830.22,61.0,6.0,90.0,27.0,0
35.44,35336.25,28.14,196.0,1963.12,997.14,61.0,9.0,133.0,16.0,0
19.0,7581.2,21.0,83.0,421.18,399.01,32.0,3.0,45.0,14.0,0
0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0
1.5,12.0,5.33,4.0,0.67,8.0,5.0,1.0,3.0,1.0,0
6.29,638.5,16.16,26.0,35.47,101.58,11.0,2.0,15.0,7.0,0
0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0
5.0,475.92,19.04,25.0,26.44,95.18,10.0,1.0,15.0,7.0,0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0
5.83,271.29,7.97,14.0,15.07,46.51,7.0,1.0,9.0,3.0,0
158.71,962387.34,38.21,1069.0,53465.96,6063.82,270.0,45.0,577.0,31.0,0
0.0,0.0,0.0,0.0,0.0,0.0,53.0,3.0,0.0,0.0,0
31.25,65577.82,67.15,331.0,3643.21,2098.49,97.0,9.0,206.0,54.0,0
12.0,8001.68,55.57,130.0,444.54,666.81,27.0,1.0,84.0,23.0,0
